node_id,eta,gamma,depth,alpha,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,global_npmi,global_c_v,global_u_mass,iteration,layer,document_count
0,0.005,0.05,3,0.1,5,"method, use, model, element, propose",5,0.0138859241469515,0.4857301580546586,-0.6038003499812621,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,0,970
1,0.005,0.05,3,0.1,5,"model, material, fracture, simulation, crack",5,0.0597826688086606,0.6987800840493972,-1.5217118100609,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,1,453
2,0.005,0.05,3,0.1,5,"contact, algorithm, time, solution, problem",5,0.03639332950447,0.4343580992792661,-1.0146717663608376,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,34
4551,0.005,0.05,3,0.1,5,"cut, shear, band, metal, particle",5,0.1034966010406991,0.4080610997527834,-4.297915925399582,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,6
4487,0.005,0.05,3,0.1,5,"basis, pod, error, pure, decomposition",5,0.0371318348772879,0.5051693222038216,-2.113258411481344,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,1,2
1416,0.005,0.05,3,0.1,5,"topology, optimization, material, design, structural",5,0.2221380095788683,0.5476841823254956,-1.22700189391966,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,12
449,0.005,0.05,3,0.1,5,"et, eng, mech, al, comput",5,0.7414413740885185,0.9899769797300512,-0.3741694852753704,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,14
983,0.005,0.05,3,0.1,5,"stiffness, nonlinear, efficiency, hyperreduction, reducedorder",5,0.032910290639801,0.6745239105452182,-2.7972629730747496,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,1,10
66,0.005,0.05,3,0.1,5,"uncertainty, model, bayesian, prediction, reduction",5,0.1997161597731523,0.6302229161473869,-1.975924864673327,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,16
3,0.005,0.05,3,0.1,5,"process, material, manufacturing, laser, additive",5,0.3035028058168511,0.7032897527614355,-1.9073680438528955,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,1,18
4215,0.005,0.05,3,0.1,5,"theory, integration, generalize, thermomechanical, solve",5,0.1097785554948661,0.4806570693989002,-2.2161883417516366,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,2
463,0.005,0.05,3,0.1,5,"model, covid, spread, disease, infection",5,0.3126436032976887,0.8132755873314064,-2.3284683608088104,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,14
53,0.005,0.05,3,0.1,5,"damage, crack, discrete, failure, mesh",5,0.0807428905092215,0.5838140958132965,-1.5945018793973236,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,12
2918,0.005,0.05,3,0.1,5,"approximation, meshfree, kernel, formulation, galerkin",5,0.2180803855559202,0.80985402382075,-1.5213879164226305,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,6
4330,0.005,0.05,3,0.1,5,"mesh, element, cisamr, structure, conform",5,0.1814717704443944,0.6398419673028262,-2.087689071154346,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,4
1918,0.005,0.05,3,0.1,5,"shell, function, rkpm, isogeometric, kernel",5,0.1807350184126719,0.6487206668348151,-2.2451388726679697,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,11
1471,0.005,0.05,3,0.1,5,"mechanical, region, force, phase, transition",5,0.1438606188910562,0.6096261823065848,-2.4576302143866884,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,6
406,0.005,0.05,3,0.1,5,"equation, fractional, differential, function, derivative",5,0.2575694282957331,0.7686856358290493,-1.6238740588941756,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,13
1046,0.005,0.05,3,0.1,5,"identification, structural, stress, response, input",5,-0.0364757091162717,0.5751465762391199,-2.420314754181835,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,5
953,0.005,0.05,3,0.1,5,"simulation, process, x, support, plate",5,-0.2816446836112679,0.5701925216642451,-3.0452847620406125,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,1,20
2320,0.005,0.05,3,0.1,5,"element, shell, rotation, node, field",5,0.0407904408344491,0.4872100032905168,-1.943213074087725,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,1,27
306,0.005,0.05,3,0.1,5,"sph, particle, interaction, solid, fluid",5,0.0959984472771972,0.7617825301016217,-1.2678967308194644,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,10
3402,0.005,0.05,3,0.1,5,"element, part, virtual, vem, consider",5,0.1163908866655532,0.5755711687164647,-2.241387908706552,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,4
321,0.005,0.05,3,0.1,5,"structure, random, stochastic, dynamic, structural",5,0.1016336633716396,0.6981725273110431,-1.8764734964814285,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,13
481,0.005,0.05,3,0.1,5,"model, peridynamic, continuum, nonlocal, surface",5,0.1457375772676609,0.6057905554347404,-2.049676163977564,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,10
344,0.005,0.05,3,0.1,5,"grain, crystal, boundary, polymer, slip",5,0.0049572496355009,0.3925819112395724,-6.381552474524542,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,14
71,0.005,0.05,3,0.1,5,"data, material, lattice, elastic, stress",5,0.0274757112696389,0.5244984809419466,-1.9145873342503643,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,14
214,0.005,0.05,3,0.1,5,"stress, surface, powder, model, manufacturing",5,0.0763489387464537,0.6702059889175734,-1.7970208288158012,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,11
1249,0.005,0.05,3,0.1,5,"strain, formulation, lock, element, solidshell",5,0.1553962614699616,0.7203884972436196,-2.140371312200883,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,8
122,0.005,0.05,3,0.1,5,"contact, formulation, isogeometric, mortar, nurbs",5,0.0410181452451742,0.353031921243957,-2.5555836296173857,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,11
567,0.005,0.05,3,0.1,5,"interface, cohesive, composite, interfacial, crack",5,0.1893131781460645,0.6759800356271931,-1.8364863997831349,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,7
606,0.005,0.05,3,0.1,5,"angle, rotate, material, isotropic, strain",5,0.0769432425868207,0.3769102494256492,-1.9386855027155936,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,1,12
627,0.005,0.05,3,0.1,5,"contact, formulation, friction, problem, surface",5,0.1004939760823464,0.5471294230079867,-1.3428820216763522,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,13
129,0.005,0.05,3,0.1,5,"beam, shear, theory, homogenization, stiffness",5,-0.0162015458607949,0.4993040176981901,-2.0743347122870457,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,10
2735,0.005,0.05,3,0.1,5,"moment, integration, quadrature, point, fit",5,0.3144287480252762,0.9185283122597316,-1.5809376121738432,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,5
787,0.005,0.05,3,0.1,5,"fiber, composite, reinforce, tensile, failure",5,0.27855111202951,0.7802335277334088,-1.6594908446215288,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,2,11
2357,0.005,0.05,3,0.1,5,"fine, load, may, far, current",5,-0.3179918581006634,0.4014507250573452,-11.368577757608996,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,1,9
137,0.005,0.05,3,0.1,5,"original, article, n, publish, error",5,0.1240181822220616,0.5036097655601988,-2.5118626783023923,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,1,18
2190,0.005,0.05,3,0.1,5,"erosion, particle, flow, model, analysis",5,0.0559160500600106,0.4381200624191798,-0.827444401848374,0.0391559691995187,0.5555000685617477,-2.724917483306076,115,1,10
