iteration,leaf_node_id,document_count,documents_in_path,path_created_this_iteration,layer_0_node_id,layer_1_node_id,layer_2_node_id
0,2,2,"[136, 162]",False,0,1,2
0,28,3,"[214, 465, 943]",False,0,1,28
0,40,5,"[237, 321, 372, 392, 450]",False,0,3,40
0,53,10,"[143, 161, 168, 296, 620, 784, 792, 802, 919, 966]",False,0,1,53
0,66,9,"[299, 308, 309, 494, 726, 820, 821, 864, 932]",False,0,1,66
0,71,10,"[219, 228, 365, 466, 700, 711, 754, 760, 790, 899]",False,0,1,71
0,122,12,"[70, 140, 252, 260, 269, 381, 452, 475, 491, 687, 764, 908]",False,0,1,122
0,214,9,"[77, 226, 241, 351, 599, 823, 830, 877, 895]",False,0,1,214
0,321,13,"[51, 224, 238, 369, 406, 433, 439, 508, 598, 638, 708, 831, 897]",False,0,1,321
0,344,6,"[59, 112, 155, 191, 707, 775]",False,0,1,344
0,406,12,"[38, 235, 355, 471, 472, 547, 607, 633, 649, 750, 770, 870]",False,0,137,406
0,413,7,"[104, 212, 464, 629, 768, 951, 965]",False,0,412,413
0,449,11,"[50, 79, 92, 183, 243, 283, 373, 526, 766, 916, 935]",False,0,1,449
0,463,7,"[636, 644, 647, 648, 658, 719, 744]",False,0,1,463
0,481,9,"[10, 56, 90, 197, 234, 691, 749, 905, 953]",False,0,1,481
0,607,7,"[154, 217, 298, 395, 442, 570, 655]",False,0,606,607
0,627,16,"[107, 247, 275, 278, 327, 348, 380, 416, 420, 469, 511, 632, 656, 771, 832, 851]",False,0,1,627
0,787,11,"[89, 108, 175, 194, 326, 432, 447, 675, 680, 729, 880]",False,0,1,787
0,1046,4,"[39, 189, 251, 730]",False,0,1,1046
0,1246,3,"[515, 710, 833]",False,0,137,1246
0,1249,10,"[65, 221, 383, 530, 535, 562, 584, 614, 621, 931]",False,0,953,1249
0,1416,8,"[95, 115, 159, 266, 267, 461, 504, 686]",False,0,1,1416
0,1471,4,"[216, 284, 345, 419]",False,0,1,1471
0,1893,10,"[142, 391, 411, 456, 457, 545, 579, 588, 690, 745]",False,0,725,1893
0,1918,5,"[227, 330, 422, 520, 651]",False,0,1,1918
0,2102,14,"[205, 250, 272, 289, 354, 477, 510, 554, 557, 594, 646, 664, 678, 751]",False,0,1,2102
0,2109,5,"[105, 307, 315, 572, 712]",False,0,937,2109
0,2535,10,"[44, 199, 265, 415, 429, 449, 516, 637, 737, 950]",False,0,2320,2535
0,2918,7,"[30, 201, 301, 795, 808, 840, 962]",False,0,2917,2918
0,3817,7,"[310, 361, 410, 486, 732, 758, 859]",False,0,1,3817
0,4014,7,"[57, 78, 347, 352, 388, 709, 815]",False,0,1,4014
0,4215,6,"[21, 616, 718, 786, 812, 946]",False,0,983,4215
0,4330,6,"[32, 157, 254, 270, 397, 642]",False,0,937,4330
0,4392,8,"[342, 387, 501, 542, 657, 693, 787, 827]",False,0,6,4392
0,4969,6,"[218, 245, 357, 421, 635, 654]",False,0,1,4969
0,5093,8,"[146, 177, 186, 209, 333, 716, 855, 959]",False,0,3571,5093
0,5119,7,"[375, 402, 409, 436, 799, 853, 963]",False,0,1,5119
0,5480,6,"[1, 150, 329, 426, 496, 834]",False,0,4455,5480
0,5875,5,"[343, 374, 597, 740, 825]",False,0,1,5875
0,5957,6,"[71, 100, 407, 589, 759, 776]",False,0,1,5957
0,5973,8,"[40, 156, 460, 476, 593, 618, 689, 944]",False,0,4978,5973
0,6179,7,"[207, 229, 233, 303, 304, 519, 727]",False,0,1,6179
0,6204,3,"[11, 331, 801]",False,0,1,6204
0,6639,5,"[6, 29, 362, 413, 723]",False,0,4964,6639
0,6859,3,"[600, 682, 694]",False,0,5253,6859
0,7547,6,"[133, 236, 294, 480, 591, 901]",False,0,1,7547
0,7689,4,"[180, 358, 606, 667]",False,0,143,7689
