node_id,eta,gamma,depth,alpha,layer,document_count,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,iteration
0,0.1,0.05,3,0.1,0,970,10,"method, model, use, element, numerical, propose, problem, finite, present, approach",10,0.021491643988249532,0.47491005294320765,-0.7129755468341226,195
1,0.1,0.05,3,0.1,1,405,10,"model, material, crack, fracture, response, scale, simulation, framework, microstructure, field",10,0.03090636424282064,0.5627738921828975,-1.605527500116548,195
2,0.1,0.05,3,0.1,2,12,10,"solution, contact, matrix, system, spacetime, iterative, fsi, solver, part, discretizations",10,-0.02667846470706019,0.2570794434191218,-3.219248242712458,195
4551,0.1,0.05,3,0.1,2,4,10,"cut, metal, particle, shear, formation, band, detection, localization, order, continuous",10,-0.012104277070456594,0.4188789254398979,-3.7741177573356457,195
1416,0.1,0.05,3,0.1,2,7,10,"topology, optimization, structural, material, density, design, ratio, optimal, bound, number",10,0.04316970836830943,0.41120231343528113,-2.1269414476848616,195
449,0.1,0.05,3,0.1,2,15,10,"et, al, eng, comput, cluster, mech, appl, j, reduce, efficient",10,0.2556251936435588,0.6176834033761266,-1.8101601690059659,195
983,0.1,0.05,3,0.1,1,12,10,"efficiency, approach, reducedorder, nonlinear, online, polynomial, variable, nonlinearities, rom, approximate",10,-0.11537806178051535,0.5331597755119164,-2.5766661710833034,195
3784,0.1,0.05,3,0.1,1,8,10,"nonlinear, reduction, application, frequency, reconstruct, however, signal, force, rotate, variety",10,-0.1286607878029563,0.3266122648757566,-4.293825668845534,195
66,0.1,0.05,3,0.1,2,15,10,"model, uncertainty, bayesian, prediction, reduction, data, use, error, sample, network",10,0.05999842010063239,0.5922758147848282,-1.9487022393250808,195
3,0.1,0.05,3,0.1,1,19,10,"process, manufacturing, additive, laser, material, powder, melt, slm, evolution, structure",10,0.2099554276642241,0.6621907794949264,-1.600262088696368,195
4215,0.1,0.05,3,0.1,2,5,10,"shock, kernel, integration, reproduce, nodal, generalize, theory, thermomechanical, oscillation, particle",10,0.0035483961234977707,0.49702866608645646,-3.1271602773330187,195
463,0.1,0.05,3,0.1,2,11,10,"model, covid, spread, disease, infection, system, dynamic, new, prediction, data",10,0.05264766867638805,0.5541375198854319,-2.097344913569571,195
1490,0.1,0.05,3,0.1,1,11,10,"pdes, function, largescale, interpolation, multiphysics, transfer, operator, different, performance, form",10,-0.0803054159941255,0.37373143649637763,-2.660293030770712,195
53,0.1,0.05,3,0.1,2,11,10,"damage, crack, fatigue, failure, mode, theory, introduce, law, energy, track",10,0.059743762852391205,0.4528080547792602,-2.1680028685924757,195
2918,0.1,0.05,3,0.1,2,4,10,"magnetic, approximation, finescale, kernel, multiscale, variational, flow, galerkin, reproduce, formulation",10,-0.07016365534657454,0.2985058816048386,-3.7670568033803584,195
4330,0.1,0.05,3,0.1,2,4,10,"mesh, cisamr, element, structure, conform, refinement, algorithm, node, phase, partition",10,0.1549740689162718,0.5706522635098967,-2.1023828259725823,195
1918,0.1,0.05,3,0.1,2,9,10,"shell, base, function, isogeometric, rkpm, kernel, refinement, adaptive, analysis, scheme",10,0.025254521624164396,0.3921670409631048,-2.132478415932543,195
1471,0.1,0.05,3,0.1,2,4,10,"mechanical, transition, force, phase, microstructures, phasefield, calculation, interface, region, jump",10,0.047419042780035864,0.473314446947671,-2.3908564556725707,195
406,0.1,0.05,3,0.1,2,9,10,"fractional, equation, function, differential, derivative, weight, meshfree, issue, ordinary, diffusion",10,0.07431702445309274,0.7356516581689727,-2.7365728822633946,195
1046,0.1,0.05,3,0.1,2,4,10,"identification, parameter, input, structural, response, signal, inverse, adopt, design, form",10,0.017924552398998993,0.4371391725995233,-2.5151229691009735,195
953,0.1,0.05,3,0.1,1,10,10,"damage, model, local, crack, concrete, shear, tension, compression, five, node",10,-0.03844128155059307,0.5084625068960709,-2.6419496399191775,195
2320,0.1,0.05,3,0.1,1,17,10,"element, rotation, shell, displacement, field, lagrange, interpolation, rod, freedom, rotational",10,0.13549420201548687,0.6418076328589164,-2.28770656904031,195
306,0.1,0.05,3,0.1,2,6,10,"framework, solid, interaction, medium, dynamic, fluid, water, granular, particle, liquid",10,0.1065416520887143,0.6488389626114934,-2.4458168728251986,195
193,0.1,0.05,3,0.1,2,7,10,"element, mesh, tetrahedral, hexahedral, linear, quadratic, incompressible, finite, temperature, grain",10,-0.024794665690027258,0.3535519299586059,-4.760303539053344,195
321,0.1,0.05,3,0.1,2,12,10,"structure, random, stochastic, dynamic, response, frequency, three, analysis, structural, uncertainty",10,0.09226339555443638,0.5527720302256813,-1.9079926471230806,195
4426,0.1,0.05,3,0.1,2,2,10,"shell, additional, stress, static, resultant, condensation, level, lead, displacement, reissnermindlin",10,0.029376889188408924,0.6209001896245571,-2.0775032286080344,195
481,0.1,0.05,3,0.1,2,8,10,"model, peridynamic, continuum, nonlocal, crack, hybrid, solid, propagation, dynamic, peridynamics",10,0.0885026486740156,0.6402909504492321,-2.1441076519641493,195
344,0.1,0.05,3,0.1,2,10,10,"crystal, grain, boundary, orientation, gradient, slip, polycrystalline, plasticity, plastic, single",10,0.12248052546738712,0.5520623121999352,-1.9637332109290986,195
71,0.1,0.05,3,0.1,2,15,10,"lattice, material, elastic, data, strain, crystal, stress, anisotropic, cubic, approach",10,0.05212806972877673,0.512939290396713,-1.9355494970166744,195
214,0.1,0.05,3,0.1,2,9,10,"laser, stress, process, residual, plasticity, melt, manufacturing, grain, inelastic, plastic",10,0.052837254201804504,0.5628691409187478,-2.7565157843667087,195
