node_id,alpha,eta,gamma,depth,layer,document_count,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,iteration
0,0.5,0.05,0.05,3,0,970,5,"model, method, use, material, propose",5,-0.009965338949301725,0.49937489859630235,-0.7125585280638077,275
1,0.5,0.05,0.05,3,1,602,5,"method, element, problem, finite, formulation",5,0.11766988573955457,0.6247970341532054,-0.7684709929091114,275
2,0.5,0.05,0.05,3,2,29,5,"shell, isogeometric, meshfree, surface, base",5,0.07951685986818316,0.5092840016470018,-1.381652232772289,275
7,0.5,0.05,0.05,3,1,26,5,"process, surface, powder, laser, manufacturing",5,0.2531778586213241,0.7585914592760492,-1.8626966480690932,275
10,0.5,0.05,0.05,3,1,9,5,"gap, method, element, interpolation, error",5,0.04324280472201229,0.31930370681667375,-1.966195467829762,275
57,0.5,0.05,0.05,3,2,7,5,"model, covid, number, new, disease",5,0.05338169469004785,0.563502819679355,-2.3645454481026973,275
60,0.5,0.05,0.05,3,1,11,5,"shell, outofplane, model, midsurface, case",5,0.030133120345489945,0.41773953133277963,-1.95221622198953,275
81,0.5,0.05,0.05,3,1,14,5,"heart, model, system, cardiac, human",5,0.22039127953835166,0.7623399415691294,-2.3818952538074125,275
122,0.5,0.05,0.05,3,1,12,5,"process, residual, property, predict, deformation",5,0.10673726706782731,0.5746246860423101,-1.6598925378629807,275
129,0.5,0.05,0.05,3,1,6,5,"thermal, heat, vibration, deformation, structural",5,0.14039071572448317,0.4918545784235051,-1.9982450059206271,275
139,0.5,0.05,0.05,3,1,37,5,"fracture, crack, phasefield, energy, propagation",5,0.20315244688449258,0.8020588241826585,-1.316274160873062,275
177,0.5,0.05,0.05,3,2,12,5,"microstructure, material, homogenization, macroscopic, random",5,0.1346076782318419,0.7340398358116702,-1.789365688630728,275
203,0.5,0.05,0.05,3,2,5,5,"contact, body, interaction, rigid, local",5,0.14351853310865903,0.6105645130348718,-2.0976690145548895,275
210,0.5,0.05,0.05,3,1,7,5,"magnetic, evolution, material, phase, property",5,0.05489767728950114,0.6510817284696544,-1.4639522554191393,275
227,0.5,0.05,0.05,3,2,10,5,"fractional, equation, differential, derivative, order",5,0.272249798297328,0.6724760104076013,-1.3382485340060382,275
234,0.5,0.05,0.05,3,1,10,5,"strain, distribution, matrix, film, different",5,-0.09679583550769512,0.2540243707336443,-4.849899180129046,275
445,0.5,0.05,0.05,3,1,16,5,"article, manifold, publish, motion, formulation",5,-0.1800070479630563,0.4450980211087102,-2.154058901836925,275
607,0.5,0.05,0.05,3,2,4,5,"identification, signal, adopt, input, structural",5,0.21114413394830533,0.6602279288692541,-1.6825557496719177,275
658,0.5,0.05,0.05,3,2,10,5,"beam, rotation, formulation, present, strain",5,0.06946808370468992,0.6019057379517764,-0.9838721160016357,275
661,0.5,0.05,0.05,3,1,22,5,"random, structure, field, stochastic, finite",5,0.09456169242993463,0.6618818035539318,-1.2427503374007016,275
680,0.5,0.05,0.05,3,2,6,5,"mesh, cisamr, conform, structure, refinement",5,0.2810900352833927,0.7147819870079004,-1.522950544297101,275
751,0.5,0.05,0.05,3,1,7,5,"cell, tissue, within, process, stiffness",5,0.07076047639644831,0.5775997523389863,-1.9245165671922955,275
772,0.5,0.05,0.05,3,1,4,5,"particle, transmission, differential, peridynamics, recent",5,-0.06591320316841034,0.550728013506117,-4.701173922074249,275
879,0.5,0.05,0.05,3,1,8,5,"covid, estimation, state, apply, new",5,0.04023439899078559,0.6259543284136495,-1.2940701779576387,275
883,0.5,0.05,0.05,3,2,9,5,"bem, fast, matrix, mesh, node",5,-0.06484047516200668,0.4208897859348874,-3.813755670825251,275
909,0.5,0.05,0.05,3,1,18,5,"electrical, system, provide, develop, illustrate",5,-0.004026818905703289,0.5022904400167529,-1.5382263449037095,275
958,0.5,0.05,0.05,3,2,8,5,"damage, tire, model, crack, st",5,-0.22716047450388338,0.22979330412291032,-8.651529690079597,275
1048,0.5,0.05,0.05,3,2,12,5,"crack, pd, xfem, tip, strategy",5,0.22176776552762387,0.7009723573022992,-1.7498588688415488,275
1056,0.5,0.05,0.05,3,2,4,5,"efficiency, online, nonlinear, stiffness, reducedorder",5,0.0017699006740431469,0.5864016419587659,-2.394680423444477,275
1108,0.5,0.05,0.05,3,1,18,5,"data, material, datadriven, constitutive, set",5,0.12041284301118502,0.6043305276578986,-1.6458823885632916,275
1137,0.5,0.05,0.05,3,2,5,5,"flow, framework, compressible, simulation, show",5,0.013594908508436272,0.482192887888064,-1.4288210734705573,275
1221,0.5,0.05,0.05,3,2,8,5,"fiber, composite, failure, loading, volume",5,0.10138167274386956,0.7461764688985959,-1.6218466273683068,275
1232,0.5,0.05,0.05,3,2,12,5,"part, al, et, mech, comput",5,0.4920840865224094,0.7420771443926449,-1.2794861411664222,275
1272,0.5,0.05,0.05,3,2,13,5,"sph, particle, fluid, flow, smooth",5,0.19616363711744084,0.7604198611403177,-1.2220689028736555,275
1623,0.5,0.05,0.05,3,2,4,5,"element, mode, modal, derive, generalize",5,0.12556791717062776,0.5916177721286513,-2.4161883086972553,275
1665,0.5,0.05,0.05,3,2,5,5,"effective, property, modulus, study, surface",5,0.0017486934721235212,0.4467094814095594,-1.934950041255512,275
1705,0.5,0.05,0.05,3,1,7,5,"element, lr, nurbs, finite, refinement",5,0.22602164380947193,0.5760083468431979,-2.048392154742662,275
1721,0.5,0.05,0.05,3,2,3,5,"mechanical, force, phase, microstructures, stress",5,0.0703823404999824,0.5254019794316365,-2.11531029796605,275
1737,0.5,0.05,0.05,3,2,6,5,"mesh, fluid, method, move, fsi",5,0.10194138467692944,0.6566558062530302,-2.291110954243595,275
1762,0.5,0.05,0.05,3,2,5,5,"enrichment, data, function, globallocal, gxfem",5,0.07600275817049387,0.5243252434960713,-9.126830803179088,275
1777,0.5,0.05,0.05,3,2,7,5,"learn, equation, network, prediction, database",5,0.13286793925618004,0.6823440067623461,-2.1737966781932543,275
2300,0.5,0.05,0.05,3,2,10,5,"error, reduction, reduce, basis, adaptive",5,0.0713397947804266,0.6764027268763874,-1.6924173904829687,275
2377,0.5,0.05,0.05,3,2,6,5,"strain, localization, plane, plasticity, condition",5,0.23815325911367427,0.7562848117161838,-1.5048722747416292,275
2400,0.5,0.05,0.05,3,2,6,5,"element, tetrahedral, mesh, hexahedral, linear",5,0.2349693084811803,0.6230342753928628,-2.0365884542118207,275
2465,0.5,0.05,0.05,3,2,4,5,"standard, mesh, micromorphic, scheme, material",5,-0.22475693807350963,0.33560630680064163,-4.126910717757502,275
2696,0.5,0.05,0.05,3,2,8,5,"algorithm, time, spacetime, crack, implementation",5,-0.022629680214394148,0.27761095497345234,-2.420200615172018,275
2703,0.5,0.05,0.05,3,1,3,5,"integration, numerical, error, cell, integral",5,0.039502366879287036,0.5978779655996994,-2.339310825073203,275
2845,0.5,0.05,0.05,3,2,8,5,"optimization, topology, flow, design, problem",5,0.12495631757172002,0.4143473760690329,-1.2802893095722916,275
2882,0.5,0.05,0.05,3,1,10,5,"stochastic, damage, evolution, dependency, scale",5,0.11863220543565482,0.6763823908324316,-2.0764987745491768,275
