node_id,alpha,eta,gamma,depth,layer,document_count,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,iteration
0,0.05,0.05,0.05,3,0,970,5,"model, method, use, element, numerical",5,-0.001304814325548797,0.4947950240613893,-0.5686008135466442,175
1,0.05,0.05,0.05,3,1,468,5,"material, model, propose, homogenization, composite",5,0.04458756843404239,0.682263879540175,-1.6790409678075613,175
2,0.05,0.05,0.05,3,2,300,5,"method, element, problem, contact, numerical",5,0.01401360244683567,0.4498561654125803,-1.0636723356680924,175
3,0.05,0.05,0.05,3,1,8,5,"solidshell, strain, lock, new, inhomogeneous",5,0.07202909151909888,0.7314530320691615,-1.7923922428611985,175
24,0.05,0.05,0.05,3,1,8,5,"instability, symmetry, membrane, thin, mode",5,0.2266682039959306,0.5729723773916842,-1.8861929572436538,175
53,0.05,0.05,0.05,3,1,5,5,"flow, turbulent, model, move, navierstokes",5,0.11288423358153306,0.7128341257398427,-1.8438405277133618,175
59,0.05,0.05,0.05,3,1,5,5,"x, parallel, k, principal, u",5,0.0375433835871241,0.6424576933307241,-2.349230011593161,175
97,0.05,0.05,0.05,3,1,6,5,"shell, rkpm, beam, kernel, function",5,0.15006953613587284,0.6300038030640204,-1.785110494808184,175
102,0.05,0.05,0.05,3,2,2,5,"fsi, part, rkpm, class, iga",5,-0.08115642255199076,0.566783895397954,-2.1362345008375234,175
114,0.05,0.05,0.05,3,1,8,5,"process, manufacturing, simulation, stress, residual",5,0.14146797384866308,0.6947744424072609,-1.7035156801066242,175
128,0.05,0.05,0.05,3,1,20,5,"system, multiple, framework, energy, develop",5,0.003760250292097643,0.4626631122638306,-1.6928645753178526,175
145,0.05,0.05,0.05,3,1,13,5,"optimization, material, topology, structure, distribution",5,0.116603673718361,0.46337570199373934,-1.7470735872065641,175
162,0.05,0.05,0.05,3,2,9,5,"mesh, element, cisamr, algorithm, structure",5,0.08704254064142085,0.5336621529479764,-1.7262964821393012,175
184,0.05,0.05,0.05,3,1,8,5,"film, strain, thin, sense, property",5,0.17430385455128444,0.4363358494390865,-1.9760136825831656,175
235,0.05,0.05,0.05,3,1,15,5,"mesh, optimize, bone, size, increment",5,0.1986545383970539,0.6630708491704465,-2.867963339286508,175
329,0.05,0.05,0.05,3,2,5,5,"fracture, phasefield, ductile, elastoplastic, load",5,0.11457561710929505,0.6597580692754369,-1.9426867893426167,175
350,0.05,0.05,0.05,3,1,4,5,"fiber, failure, sensitivity, response, parameter",5,0.12421099063082733,0.49287358698203293,-1.6824089549976204,175
358,0.05,0.05,0.05,3,2,6,5,"model, covid, disease, spread, infection",5,0.3126436032976887,0.8132755873314064,-2.3189373428283777,175
391,0.05,0.05,0.05,3,1,10,5,"central, measurement, flat, dirichlet, resolution",5,-0.17035846215109707,0.4642194100659971,-2.4051591453352272,175
425,0.05,0.05,0.05,3,2,7,5,"powder, melt, laser, process, layer",5,0.30323451909168914,0.726587031981268,-0.9566421650012913,175
473,0.05,0.05,0.05,3,1,12,5,"surface, stress, concentration, capture, elastoplastic",5,-0.043491592837614154,0.542934810311849,-2.7309869789169587,175
516,0.05,0.05,0.05,3,2,9,5,"data, material, nonlinear, neural, network",5,0.13803964579098857,0.677415534234892,-2.036245772446749,175
602,0.05,0.05,0.05,3,2,11,5,"fracture, model, damage, phasefield, viscoelastic",5,0.20998940809015706,0.6223358218436621,-2.336885877728224,175
611,0.05,0.05,0.05,3,2,6,5,"covid, number, dynamic, pandemic, new",5,0.20312019745209028,0.6488349347132749,-1.5904546125709897,175
617,0.05,0.05,0.05,3,2,6,5,"identification, input, structural, signal, adopt",5,0.21114413394830533,0.6602279288692541,-1.9791399890337105,175
808,0.05,0.05,0.05,3,1,10,5,"cluster, reduce, matrix, order, complementary",5,0.15234474481296395,0.7392515181343758,-2.140021822408115,175
825,0.05,0.05,0.05,3,2,13,5,"data, prediction, network, learn, database",5,0.23432984833862142,0.8852908077464164,-2.0636581836986347,175
869,0.05,0.05,0.05,3,1,26,5,"process, data, property, manufacturing, approach",5,-0.03792489809128627,0.5867043737181701,-1.6470178631227754,175
922,0.05,0.05,0.05,3,1,6,5,"shell, outofplane, midsurface, model, location",5,0.0468522705523674,0.4616413062710338,-1.7671719248538025,175
988,0.05,0.05,0.05,3,1,13,5,"damage, model, nonlocal, crack, mode",5,0.0216552882709108,0.6643548596626462,-2.0226591267023464,175
1016,0.05,0.05,0.05,3,1,8,5,"efficiency, approach, coefficient, reducedorder, stiffness",5,-0.06916823882843506,0.4878204301256964,-2.6083269070747046,175
1026,0.05,0.05,0.05,3,2,3,5,"equation, solution, differential, ordinary, process",5,0.07036337938792916,0.577054823170822,-2.3290707079069346,175
1074,0.05,0.05,0.05,3,2,6,5,"method, stress, mesh, flow, element",5,-0.03315221296279093,0.4826558825460096,-1.3873187145593822,175
1126,0.05,0.05,0.05,3,1,6,5,"fatigue, adhesive, damage, calibrate, life",5,0.3121575518526186,0.8562303664601238,-2.1622867674488604,175
1149,0.05,0.05,0.05,3,1,4,5,"challenge, spin, mesh, actual, movingmesh",5,0.14300691359801868,0.8037196920011926,-2.114186536879039,175
1303,0.05,0.05,0.05,3,2,16,5,"damage, crack, model, failure, composite",5,0.14443246344917024,0.7304696776902733,-1.3917862060689887,175
1476,0.05,0.05,0.05,3,1,11,5,"rotation, formulation, plate, vector, variational",5,0.10844128726863297,0.45756591540986574,-2.0028835291840066,175
1518,0.05,0.05,0.05,3,2,6,5,"contact, local, friction, model, interface",5,-0.020350210878209204,0.5138496663575767,-1.599415286475542,175
1603,0.05,0.05,0.05,3,1,9,5,"beam, comput, novel, mech, appl",5,0.29140313182476474,0.8586030479762486,-2.230810666959939,175
1608,0.05,0.05,0.05,3,1,11,5,"flow, framework, compressible, regime, show",5,0.03237816836379107,0.5221293781586038,-1.8912591756388746,175
1645,0.05,0.05,0.05,3,2,6,5,"crystal, efficient, memory, implementation, solver",5,-0.011568107594492656,0.5615150799306811,-2.3805524515878553,175
2071,0.05,0.05,0.05,3,1,9,5,"stvms, accuracy, inflow, wind, multiscale",5,0.15095076670307034,0.8054138924745724,-1.3895789978348767,175
2118,0.05,0.05,0.05,3,1,12,5,"response, multiscale, largescale, macroscale, microscale",5,0.05018754762662274,0.7246303974141381,-2.2864411795232114,175
2255,0.05,0.05,0.05,3,1,13,5,"heart, cardiac, human, drug, tissue",5,0.389286541651411,0.7517431519589015,-3.4334986022233642,175
2321,0.05,0.05,0.05,3,2,2,5,"element, mode, derive, modal, generalize",5,0.12556791717062776,0.5916177721286513,-2.613422649309602,175
2494,0.05,0.05,0.05,3,2,4,5,"contact, inhomogeneity, surface, algorithm, direction",5,0.14712650467588304,0.5798415065167901,-1.8722937868467455,175
2922,0.05,0.05,0.05,3,2,8,5,"response, compression, phase, tension, microstructural",5,0.022909251375092053,0.45599605663676057,-4.713739465777695,175
2969,0.05,0.05,0.05,3,2,5,5,"rotation, element, shell, interpolation, rod",5,0.1273809452506236,0.5809632465047564,-2.4261559414915945,175
3474,0.05,0.05,0.05,3,2,6,5,"model, reducedorder, frequency, rom, multilevel",5,0.19611664774141987,0.743885514507679,-2.8980690278515153,175
3589,0.05,0.05,0.05,3,2,6,5,"mechanical, phase, model, transition, phasefield",5,0.10162705581095484,0.6570371116673988,-2.0315177904134454,175
3598,0.05,0.05,0.05,3,1,5,5,"interphase, modulus, composite, application, inside",5,-0.12613252959306082,0.5436825503714854,-1.727121300331201,175
3748,0.05,0.05,0.05,3,1,7,5,"medium, contact, third, body, test",5,0.13275147446586835,0.3883292537079591,-2.3840396388423892,175
3775,0.05,0.05,0.05,3,1,13,5,"interaction, fluid, volume, force, framework",5,-0.0029783913323490193,0.4811160724382515,-1.881959637317901,175
