node_id,eta,gamma,depth,alpha,layer,document_count,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,iteration
0,0.2,0.05,3,0.1,0,970,5,"method, model, element, use, propose",5,0.013885924146951547,0.48573015805465863,-0.594130383979679,375
1,0.2,0.05,3,0.1,1,503,5,"model, material, use, propose, property",5,0.0028628210991105177,0.5735480477462133,-1.0245834426738663,375
2,0.2,0.05,3,0.1,2,76,5,"method, problem, matrix, contact, solution",5,-0.010201964109455484,0.45180661127883714,-1.6040268863930554,375
5,0.2,0.05,3,0.1,2,21,5,"equation, fractional, differential, diffusion, pressure",5,0.2793544493259049,0.676930485737219,-2.153790266750833,375
7,0.2,0.05,3,0.1,2,16,5,"model, covid, disease, infection, population",5,0.3106911418877546,0.8360698479787931,-2.402277649997494,375
8,0.2,0.05,3,0.1,1,19,5,"fsi, mesh, fluid, move, interaction",5,0.17891563794706802,0.7589965500322966,-1.5211647791170009,375
11,0.2,0.05,3,0.1,2,2,5,"fsi, rkpm, part, class, air",5,-0.07689010666170777,0.5648322835801869,-2.0026694379750767,375
14,0.2,0.05,3,0.1,2,4,5,"shell, outofplane, surface, midsurface, model",5,0.0536804176138024,0.5619607197750935,-1.3897687440714168,375
16,0.2,0.05,3,0.1,2,24,5,"fiber, orientation, failure, reinforce, volume",5,0.24114746742372611,0.7495936405134659,-1.6044563852685532,375
19,0.2,0.05,3,0.1,1,28,5,"crack, pd, fracture, xfem, methodology",5,0.1854948338175119,0.7039675783813417,-1.9194005453342693,375
24,0.2,0.05,3,0.1,1,39,5,"process, model, laser, predict, residual",5,0.12364470431609284,0.6579586448283185,-2.0142769209438045,375
27,0.2,0.05,3,0.1,1,36,5,"number, dynamic, model, simple, identify",5,-0.025941385272875307,0.4777387197000662,-2.376952506922296,375
31,0.2,0.05,3,0.1,2,14,5,"process, material, phase, manufacturing, magnetic",5,-0.04070894242032616,0.5679889931107407,-2.725482993349937,375
40,0.2,0.05,3,0.1,2,24,5,"particle, sph, contact, surface, simulation",5,0.042042971933469966,0.5139542244663023,-3.4010794387211774,375
57,0.2,0.05,3,0.1,2,56,5,"crack, fracture, damage, model, propagation",5,0.16437910823625324,0.7470322098928953,-1.0229789908793756,375
60,0.2,0.05,3,0.1,2,22,5,"beam, rotation, element, shear, deformation",5,0.09018762735538406,0.5662642834478058,-1.167041684766257,375
