iteration,leaf_node_id,document_count,documents_in_path,path_created_this_iteration,layer_0_node_id,layer_1_node_id,layer_2_node_id
0,2,13,"[74, 207, 229, 233, 302, 306, 463, 528, 560, 666, 885, 891, 929]",False,0,1,2
0,63,7,"[217, 342, 444, 449, 501, 657, 827]",False,0,1,63
0,65,8,"[96, 123, 170, 213, 412, 521, 583, 818]",False,0,1,65
0,119,9,"[38, 166, 320, 607, 633, 649, 750, 752, 870]",False,0,1,119
0,140,10,"[77, 237, 325, 331, 351, 567, 599, 811, 830, 895]",False,0,130,140
0,189,8,"[156, 279, 509, 515, 593, 689, 833, 944]",False,0,1,189
0,231,13,"[252, 278, 327, 348, 416, 420, 469, 511, 632, 646, 656, 662, 947]",False,0,1,231
0,295,6,"[32, 49, 66, 157, 254, 397]",False,0,1,295
0,447,12,"[84, 174, 199, 258, 555, 586, 683, 858, 861, 910, 931, 958]",False,0,1,447
0,500,7,"[80, 178, 454, 663, 738, 794, 948]",False,0,126,500
0,501,9,"[56, 90, 197, 354, 480, 552, 749, 905, 953]",False,0,1,501
0,574,5,"[529, 602, 636, 695, 719]",False,0,399,574
0,660,3,"[490, 613, 887]",False,0,141,660
0,744,4,"[39, 189, 312, 462]",False,0,298,744
0,785,11,"[36, 133, 144, 284, 317, 334, 433, 626, 665, 687, 813]",False,0,298,785
0,1038,9,"[98, 100, 161, 247, 407, 595, 784, 792, 919]",False,0,1,1038
0,1117,10,"[69, 227, 291, 301, 330, 651, 718, 808, 812, 840]",False,0,1,1117
0,1233,3,"[89, 167, 880]",False,0,1,1233
0,1431,7,"[7, 107, 381, 475, 491, 851, 908]",False,0,1,1431
0,1587,5,"[51, 224, 415, 897, 920]",False,0,1138,1587
0,1719,6,"[154, 539, 655, 739, 742, 847]",False,0,1,1719
0,1760,10,"[375, 402, 409, 436, 441, 774, 799, 844, 853, 963]",False,0,53,1760
0,2037,9,"[64, 135, 219, 228, 582, 694, 790, 834, 881]",False,0,1,2037
0,2136,20,"[28, 31, 57, 78, 134, 256, 297, 299, 352, 386, 403, 421, 483, 500, 600, 682, 709, 907, 911, 922]",False,0,2071,2136
0,2466,8,"[175, 437, 622, 641, 674, 675, 845, 894]",False,0,859,2466
0,2500,13,"[92, 142, 186, 209, 292, 298, 323, 411, 456, 457, 579, 690, 855]",False,0,1,2500
0,2817,8,"[126, 383, 425, 429, 442, 584, 692, 782]",False,0,1,2817
0,2903,13,"[205, 272, 289, 477, 520, 624, 635, 664, 670, 678, 751, 923, 933]",False,0,1,2903
0,3333,6,"[160, 194, 432, 525, 680, 918]",False,0,1382,3333
0,3768,6,"[147, 215, 282, 286, 350, 526]",False,0,1,3768
0,3793,8,"[50, 271, 310, 361, 410, 486, 732, 859]",False,0,902,3793
0,3805,13,"[24, 43, 118, 153, 231, 364, 493, 628, 658, 744, 869, 884, 932]",False,0,81,3805
0,3931,6,"[143, 151, 527, 702, 730, 896]",False,0,141,3931
0,3937,5,"[303, 408, 519, 727, 776]",False,0,335,3937
0,5098,11,"[19, 88, 130, 353, 382, 453, 587, 673, 733, 758, 783]",False,0,806,5098
0,5616,3,"[83, 196, 200]",False,0,1,5616
0,5657,5,"[105, 307, 315, 572, 712]",False,0,1,5657
0,5662,5,"[2, 380, 571, 877, 901]",False,0,53,5662
0,5884,7,"[9, 104, 122, 212, 339, 671, 965]",False,0,4880,5884
0,5951,4,"[95, 267, 461, 541]",False,0,141,5951
0,6486,3,"[465, 924, 943]",False,0,1,6486
0,6642,9,"[146, 259, 393, 423, 440, 705, 915, 949, 954]",False,0,1962,6642
0,6783,6,"[40, 71, 149, 550, 589, 767]",False,0,1,6783
0,7756,6,"[65, 535, 562, 621, 882, 928]",False,0,1,7756
0,7852,2,"[180, 358]",False,0,1,7852
0,8052,5,"[62, 181, 388, 809, 950]",False,0,1,8052
0,8803,9,"[111, 195, 242, 290, 305, 332, 489, 906, 955]",False,0,1257,8803
0,8855,3,"[23, 67, 777]",False,0,4667,8855
0,9252,4,"[248, 512, 672, 805]",False,0,1,9252
0,9516,2,"[545, 588]",False,0,9201,9516
0,9875,4,"[340, 523, 826, 921]",False,0,2071,9875
0,10111,2,"[52, 394]",False,0,4880,10111
0,10339,6,"[17, 265, 502, 546, 780, 889]",False,0,1,10339
0,10345,5,"[163, 264, 601, 612, 964]",False,0,8531,10345
0,10556,3,"[112, 191, 775]",False,0,2071,10556
0,10601,4,"[335, 341, 376, 669]",False,0,7159,10601
0,10785,4,"[226, 349, 401, 484]",False,0,7636,10785
0,10831,5,"[76, 276, 357, 854, 890]",False,0,1,10831
0,10864,8,"[155, 239, 263, 472, 532, 547, 817, 939]",False,0,806,10864
0,11147,5,"[136, 162, 201, 206, 797]",False,0,9212,11147
0,11203,5,"[5, 179, 202, 285, 445]",False,0,6927,11203
0,11292,9,"[16, 309, 371, 487, 494, 518, 533, 724, 926]",False,0,10610,11292
0,11507,6,"[41, 300, 710, 839, 842, 866]",False,0,81,11507
0,11511,8,"[139, 544, 596, 619, 745, 820, 857, 959]",False,0,1,11511
0,11530,7,"[14, 216, 246, 287, 345, 608, 822]",False,0,298,11530
0,11632,1,[930],False,0,2572,11632
0,11687,4,"[8, 128, 324, 451]",False,0,1962,11687
0,12072,2,"[362, 391]",False,0,1,12072
0,12304,4,"[106, 158, 639, 720]",False,0,1,12304
0,12349,7,"[152, 498, 514, 538, 614, 714, 968]",False,0,1382,12349
0,12376,3,"[145, 569, 609]",False,0,806,12376
0,12466,1,[221],False,0,141,12466
0,12544,6,"[243, 506, 623, 832, 916, 935]",False,0,7159,12544
0,12650,6,"[114, 132, 185, 222, 346, 378]",False,0,7715,12650
0,12727,3,"[1, 150, 653]",False,0,8031,12727
0,12966,4,"[365, 700, 711, 760]",False,0,1962,12966
0,13069,7,"[86, 374, 418, 740, 789, 825, 941]",False,0,8531,13069
0,13123,7,"[6, 29, 116, 413, 605, 625, 723]",False,0,1,13123
0,13138,2,"[99, 679]",False,0,399,13138
0,13173,10,"[0, 21, 58, 198, 336, 377, 450, 603, 786, 788]",False,0,12527,13173
0,13189,6,"[63, 220, 417, 563, 909, 937]",False,0,2732,13189
0,13252,7,"[72, 115, 124, 159, 504, 684, 764]",False,0,36,13252
0,13256,8,"[37, 140, 260, 269, 304, 387, 452, 766]",False,0,1,13256
0,13296,4,"[141, 165, 492, 791]",False,0,130,13296
0,13302,2,"[419, 715]",False,0,126,13302
0,13344,3,"[20, 34, 660]",False,0,10582,13344
0,13389,6,"[81, 275, 566, 617, 892, 946]",False,0,1,13389
0,13406,2,"[398, 696]",False,0,9201,13406
0,13500,3,"[113, 576, 865]",False,0,13340,13500
0,13511,5,"[244, 273, 554, 557, 594]",False,0,13510,13511
0,13528,6,"[30, 210, 274, 366, 960, 962]",False,0,1,13528
0,13529,4,"[3, 262, 848, 913]",False,0,1257,13529
0,13567,1,[721],False,0,1138,13567
0,13598,6,"[218, 245, 414, 597, 654, 956]",False,0,1,13598
0,13663,4,"[93, 578, 677, 772]",False,0,12021,13663
0,13696,5,"[430, 467, 616, 753, 952]",False,0,141,13696
0,13718,7,"[10, 127, 240, 253, 337, 722, 736]",False,0,7159,13718
0,13722,7,"[355, 488, 536, 549, 648, 770, 888]",False,0,81,13722
0,13727,6,"[35, 311, 390, 438, 574, 966]",False,0,399,13727
0,13735,3,"[12, 235, 863]",False,0,4667,13735
0,13757,4,"[110, 379, 542, 592]",False,0,6,13757
0,13759,4,"[190, 296, 645, 835]",False,0,2071,13759
0,13783,2,"[585, 713]",False,0,399,13783
0,13785,5,"[313, 363, 471, 875, 898]",False,0,10565,13785
0,13852,2,"[688, 829]",False,0,13574,13852
0,14040,1,[75],False,0,806,14040
0,14059,3,"[288, 389, 761]",False,0,1,14059
0,14066,3,"[44, 101, 643]",False,0,1,14066
0,14120,4,"[117, 293, 343, 703]",False,0,1,14120
0,14129,3,"[434, 495, 642]",False,0,4880,14129
0,14134,4,"[188, 251, 481, 967]",False,0,4667,14134
0,14136,4,"[280, 328, 424, 900]",False,0,798,14136
0,14140,4,"[46, 460, 611, 823]",False,0,1,14140
0,14146,5,"[82, 187, 524, 530, 807]",False,0,11699,14146
0,14184,1,[85],False,0,806,14184
0,14187,2,"[473, 796]",False,0,1,14187
0,14190,3,"[182, 283, 455]",False,0,130,14190
0,14192,3,"[319, 568, 757]",False,0,7715,14192
0,14204,8,"[333, 360, 373, 384, 819, 893, 942, 961]",False,0,2572,14204
0,14245,4,"[169, 474, 618, 647]",False,0,81,14245
0,14253,2,"[120, 836]",False,0,335,14253
0,14276,2,"[4, 347]",False,0,2572,14276
0,14278,5,"[27, 321, 367, 876, 903]",False,0,130,14278
0,14335,3,"[326, 447, 508]",False,0,859,14335
0,14336,4,"[184, 458, 553, 734]",False,0,1,14336
0,14340,3,"[505, 725, 787]",False,0,6,14340
0,14350,7,"[125, 400, 448, 497, 517, 615, 697]",False,0,14197,14350
0,14355,1,[765],False,0,806,14355
0,14359,5,"[431, 507, 769, 803, 837]",False,0,13846,14359
0,14368,4,"[193, 575, 773, 868]",False,0,11779,14368
0,14377,2,"[439, 831]",False,0,7636,14377
0,14390,3,"[482, 634, 698]",False,0,11699,14390
0,14392,3,"[164, 513, 925]",False,0,12933,14392
0,14412,3,"[48, 103, 395]",False,0,1,14412
0,14420,2,"[138, 214]",False,0,1382,14420
0,14429,4,"[61, 564, 748, 824]",False,0,13675,14429
0,14447,4,"[369, 370, 598, 846]",False,0,141,14447
0,14453,3,"[426, 551, 927]",False,0,13675,14453
0,14490,3,"[478, 543, 704]",False,0,12021,14490
0,14491,3,"[754, 755, 899]",False,0,399,14491
0,14501,3,"[26, 743, 838]",False,0,13898,14501
0,14513,2,"[60, 771]",False,0,14098,14513
0,14515,1,[68],False,0,9212,14515
0,14516,2,"[172, 640]",False,0,806,14516
0,14519,4,"[42, 225, 427, 871]",False,0,12021,14519
0,14520,2,"[54, 466]",False,0,141,14520
0,14522,2,"[171, 936]",False,0,14466,14522
0,14523,3,"[102, 257, 945]",False,0,8031,14523
0,14524,2,"[277, 938]",False,0,399,14524
0,14527,3,"[266, 701, 735]",False,0,10582,14527
0,14528,1,[510],False,0,8065,14528
0,14539,3,"[422, 610, 917]",False,0,126,14539
0,14554,3,"[359, 816, 872]",False,0,1,14554
0,14557,2,"[778, 957]",False,0,902,14557
0,14558,4,"[33, 94, 606, 852]",False,0,1,14558
0,14565,2,"[87, 404]",False,0,6,14565
0,14578,5,"[234, 314, 443, 531, 693]",False,0,9201,14578
0,14585,4,"[661, 726, 795, 821]",False,0,14496,14585
0,14587,3,"[428, 537, 914]",False,0,1,14587
0,14588,4,"[53, 173, 699, 912]",False,0,670,14588
0,14589,2,"[59, 706]",False,0,399,14589
0,14591,3,"[11, 294, 591]",False,0,130,14591
0,14599,4,"[183, 203, 779, 849]",False,0,1,14599
0,14606,5,"[55, 295, 399, 548, 590]",False,0,1,14606
0,14608,4,"[47, 119, 250, 802]",False,0,1,14608
0,14615,3,"[308, 368, 864]",False,0,7715,14615
0,14618,1,[668],False,0,13846,14618
0,14622,3,"[236, 464, 561]",False,0,4880,14622
0,14624,2,"[223, 559]",False,0,12933,14624
0,14627,2,"[356, 810]",False,0,13574,14627
0,14631,1,[644],False,0,126,14631
0,14636,3,"[238, 638, 940]",False,0,12021,14636
0,14637,4,"[372, 392, 729, 801]",False,0,130,14637
0,14644,4,"[70, 652, 850, 902]",False,0,1,14644
0,14658,1,[241],False,0,11637,14658
0,14660,5,"[79, 137, 168, 208, 316]",False,0,399,14660
0,14665,3,"[45, 131, 659]",False,0,1962,14665
0,14667,2,"[22, 25]",False,0,2732,14667
0,14677,3,"[556, 793, 843]",False,0,14034,14677
0,14678,1,[580],False,0,14652,14678
0,14680,2,"[329, 496]",False,0,10610,14680
0,14681,3,"[717, 756, 886]",False,0,130,14681
0,14682,1,[270],False,0,798,14682
0,14683,3,"[570, 763, 873]",False,0,1,14683
0,14684,2,"[15, 573]",False,0,13675,14684
0,14689,1,[109],False,0,1257,14689
0,14690,1,[540],False,0,4667,14690
0,14692,2,"[446, 815]",False,0,806,14692
0,14693,4,"[211, 741, 806, 883]",False,0,1,14693
0,14695,4,"[476, 522, 681, 814]",False,0,11637,14695
0,14699,2,"[108, 860]",False,0,859,14699
0,14700,1,[385],False,0,2572,14700
0,14702,2,"[177, 904]",False,0,11722,14702
0,14705,2,"[13, 934]",False,0,36,14705
0,14706,1,[18],False,0,14466,14706
0,14707,4,"[97, 629, 768, 951]",False,0,4880,14707
0,14708,2,"[73, 192]",False,0,10610,14708
0,14709,3,"[91, 396, 867]",False,0,1962,14709
0,14710,2,"[121, 716]",False,0,11699,14710
0,14711,1,[129],False,0,298,14711
0,14712,1,[148],False,0,1,14712
0,14713,2,"[176, 759]",False,0,335,14713
0,14714,1,[204],False,0,10610,14714
0,14715,2,"[230, 630]",False,0,670,14715
0,14716,1,[232],False,0,9201,14716
0,14717,1,[249],False,0,859,14717
0,14718,1,[255],False,0,335,14718
0,14719,5,"[261, 435, 468, 676, 686]",False,0,11722,14719
0,14720,2,"[268, 747]",False,0,141,14720
