node_id,eta,gamma,depth,alpha,layer,document_count,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,iteration
0,0.1,0.05,3,0.1,0,970,10,"model, method, use, propose, numerical, element, problem, finite, present, approach",10,0.02149164398824953,0.47491005294320765,-0.7100080998832559,90
53,0.1,0.05,3,0.1,1,14,10,"task, learning, design, deep, data, detection, generation, treatment, introduce, process",10,-0.045409994010854285,0.43495544195161573,-2.9540828753537673,90
6927,0.1,0.05,3,0.1,1,11,10,"sensitivity, shape, optimization, design, multiscale, macro, theoretical, micro, scale, fe",10,0.022898278359151664,0.5031952711320102,-2.8382161501091403,90
11203,0.1,0.05,3,0.1,2,5,10,"integral, boundary, line, calculate, nearly, singular, singularity, exist, create, overcome",10,-0.09342697681220227,0.21015127213067006,-4.617103993300202,90
1,0.1,0.05,3,0.1,1,296,10,"element, method, formulation, displacement, finite, function, approximation, numerical, use, shell",10,0.03571099992296441,0.4909332308934372,-1.2802085088124018,90
1431,0.1,0.05,3,0.1,2,7,10,"contact, mortar, formulation, use, approach, mesh, surface, beam, body, isogeometric",10,0.002144041910373344,0.2694723679261287,-2.0137427143852493,90
4880,0.1,0.05,3,0.1,1,26,10,"system, provide, develop, framework, model, multiple, base, overall, work, computational",10,0.004400369813504427,0.40748792211763546,-1.4345227712916293,90
5884,0.1,0.05,3,0.1,2,4,10,"particle, interaction, liquid, framework, force, contact, molecular, fluid, induce, surface",10,0.026018598656661753,0.5679922719682404,-2.1996831093130056,90
130,0.1,0.05,3,0.1,1,33,10,"process, residual, manufacturing, additive, predict, stress, property, part, model, simulation",10,0.1275011545395402,0.6173172155806589,-1.1745023723298382,90
36,0.1,0.05,3,0.1,1,12,10,"herein, particular, structure, complex, evolution, article, dedicate, allow, cost, construction",10,-0.06954961938643794,0.2812429612477294,-2.456934657527614,90
11530,0.1,0.05,3,0.1,2,7,10,"reduce, field, macroscopic, microstructural, microstructure, phase, volume, order, fluctuation, extract",10,0.06914501626386763,0.6223441414636952,-2.436921492294424,90
10610,0.1,0.05,3,0.1,1,7,10,"information, source, surrogate, train, may, effectiveness, able, hierarchical, play, datadriven",10,-0.20239614719499036,0.2819380232143742,-5.520421449651061,90
806,0.1,0.05,3,0.1,1,31,10,"fracture, field, phase, model, crack, evolution, response, damage, mechanical, drive",10,0.07509975594322332,0.6036339564241889,-1.9058589595851243,90
5098,0.1,0.05,3,0.1,2,13,10,"homogenization, macroscopic, fe, scale, material, microscopic, computational, microscale, heterogeneous, microstructure",10,0.13111678580441946,0.8214481344174926,-1.4834252614878705,90
10582,0.1,0.05,3,0.1,1,11,10,"inherent, change, residual, contrast, consider, aspect, modification, vector, validity, evaluation",10,-0.1474778121579607,0.3140918431405999,-5.596552545802325,90
8855,0.1,0.05,3,0.1,2,3,10,"use, mesh, macroscale, scheme, anisotropic, dual, standard, mesoscale, primal, loss",10,-0.12981697072292134,0.27301109719040145,-7.1917764841880185,90
3805,0.1,0.05,3,0.1,2,12,10,"basis, reduce, error, reduction, stabilizer, decomposition, snapshot, proper, orthogonal, bound",10,-0.003506388779833098,0.5087674184065756,-6.768602311473956,90
2732,0.1,0.05,3,0.1,1,4,10,"crystal, error, inclusion, conservation, verify, computation, location, mathematical, science, approximation",10,-0.2943618587935645,0.24870449781000267,-4.724920872231359,90
14278,0.1,0.05,3,0.1,2,4,10,"tool, thermal, design, focus, module, sensitivity, long, experiment, performance, occur",10,-0.12728330477776437,0.29553984653119647,-3.343154997946471,90
2136,0.1,0.05,3,0.1,2,15,10,"material, microstructure, stochastic, nonlocal, random, operator, microstructures, macroscopic, heterogeneous, homogenization",10,0.007654955961971399,0.5172936600162213,-4.955963701305241,90
295,0.1,0.05,3,0.1,2,6,10,"mesh, element, cisamr, conform, structure, refinement, node, generation, partition, adaptive",10,0.18040382515468056,0.5644891680565414,-2.1170388984549593,90
13344,0.1,0.05,3,0.1,2,2,10,"instability, membrane, symmetry, thin, mode, stability, affect, analytical, response, pressure",10,0.009414879997767677,0.3686147532138954,-2.129801545744146,90
399,0.1,0.05,3,0.1,1,26,10,"damage, shear, model, theory, strain, gradient, band, plasticity, crack, depend",10,0.03825009793090409,0.49528629645888805,-2.174351893373822,90
785,0.1,0.05,3,0.1,2,9,10,"fracture, damage, strain, crack, load, numerical, failure, fatigue, specimen, alloy",10,0.0019031572193315058,0.6327172581113302,-2.8274328393123964,90
119,0.1,0.05,3,0.1,2,9,10,"fractional, erosion, diffusion, equation, update, interphase, damage, time, mesh, particle",10,-0.16967999503130832,0.32150149350914614,-8.018525135105053,90
298,0.1,0.05,3,0.1,1,26,10,"mechanical, microstructures, phase, region, stress, force, transformation, image, phasefield, transition",10,0.008082970049632205,0.3310811356604814,-4.023664260361353,90
744,0.1,0.05,3,0.1,2,3,10,"identification, structural, input, signal, adopt, response, towards, modal, excitation, name",10,0.14199311097143674,0.705869260892405,-2.194135679426172,90
11507,0.1,0.05,3,0.1,2,5,10,"composite, scale, multiscale, structure, procedure, structural, concurrent, analysis, plate, datadriven",10,0.048711755466795924,0.5176906089021491,-2.3349303583599683,90
1962,0.1,0.05,3,0.1,1,19,10,"fluid, mass, wing, water, phase, conservation, motion, momentum, movement, volume",10,-0.030064615817782574,0.3045268267076857,-3.6969653215774967,90
3793,0.1,0.05,3,0.1,2,6,10,"cluster, analysis, property, order, matrix, reduce, composite, et, al, interaction",10,0.057819950319546176,0.403294971766614,-2.1347674750523633,90
1138,0.1,0.05,3,0.1,1,10,10,"heterogeneous, granular, medium, heterogeneity, influence, subspace, effectiveness, stochastic, calibrate, sample",10,-0.2271468297782118,0.372677717531026,-5.911095985191764,90
1587,0.1,0.05,3,0.1,2,6,10,"multilevel, reducedorder, rom, mode, vibration, modal, filter, displacement, three, stochastic",10,-0.019513728273685492,0.7720484371935356,-1.8089811477031763,90
10111,0.1,0.05,3,0.1,2,7,10,"spacetime, enrichment, algorithm, demonstrate, matrix, accelerate, solver, product, vector, implementation",10,0.0475356118905224,0.3362609790671387,-2.7515140851045823,90
14606,0.1,0.05,3,0.1,2,6,10,"fold, crack, growth, composite, delamination, laminate, numer, int, eng, et",10,0.039572575936310264,0.45501586335792554,-3.917836804188225,90
501,0.1,0.05,3,0.1,2,7,10,"model, peridynamic, continuum, nonlocal, hybrid, crack, propagation, peridynamics, solid, dispersion",10,0.07293875379406124,0.7110373645639176,-2.283724974805836,90
8052,0.1,0.05,3,0.1,2,7,10,"matrix, cell, finite, stiffness, domain, physical, polynomial, fictitious, expansion, highorder",10,0.08139439036349856,0.5095429304490855,-2.667628682582216,90
2037,0.1,0.05,3,0.1,2,8,10,"strain, anisotropic, tensor, stress, function, yield, elastic, plastic, hyperelasticity, isotropic",10,0.0953035335403563,0.5896331493784658,-2.1255240484637423,90
1117,0.1,0.05,3,0.1,2,10,10,"meshfree, function, order, kernel, reproduce, gradient, rkpm, propose, particle, finescale",10,0.082157186753886,0.527219226043322,-3.0573436974110755,90
2,0.1,0.05,3,0.1,2,8,10,"contact, solution, problem, adhesive, algorithm, efficiently, rough, minimization, constraint, memory",10,-0.057901431699778,0.3935308816828035,-3.4577874364952303,90
140,0.1,0.05,3,0.1,2,7,10,"stress, laser, grain, heat, formation, recover, crystal, affect, plastic, simulation",10,-0.09303629732114609,0.3985680333886316,-5.535346864976191,90
126,0.1,0.05,3,0.1,1,7,10,"fiber, strain, matrix, material, inside, direction, transfer, principle, assumption, particular",10,0.024212777236378366,0.42886690794014204,-2.5181906807046395,90
500,0.1,0.05,3,0.1,2,7,10,"flow, fluid, framework, turbulent, compressible, simulation, incompressible, agreement, move, present",10,0.007307420555995781,0.42096307872414523,-2.3523733251421137,90
14146,0.1,0.05,3,0.1,2,5,10,"strain, lock, solidshell, natural, shell, finite, formulation, inhomogeneous, modify, thin",10,0.04049347117016241,0.6146819933107068,-1.9043457604857095,90
447,0.1,0.05,3,0.1,2,7,10,"beam, shear, transverse, plate, scheme, theory, stiffness, kinematics, homogenization, crosssectional",10,0.01495940055111254,0.4258823275554343,-2.8811354684835653,90
6,0.1,0.05,3,0.1,1,7,10,"method, mesh, flow, computation, discretization, isogeometric, introduce, turbine, nurbs, fsi",10,0.03967569722412074,0.5518960495790928,-2.840135606707911,90
1233,0.1,0.05,3,0.1,2,2,10,"boundary, mixed, direction, fiber, reinforce, fix, test, instance, positive, laminate",10,-0.17106312151704484,0.4733370548326882,-2.603311982814741,90
2500,0.1,0.05,3,0.1,2,13,10,"virtual, vem, work, element, consider, part, problem, nonlinear, finite, different",10,0.06177739380234403,0.5008632571902899,-1.1754543676013007,90
65,0.1,0.05,3,0.1,2,5,10,"system, linear, matrix, iterative, solution, preconditioner, finite, number, solver, equation",10,0.06220211312729146,0.506680129386292,-1.7040612052153226,90
1038,0.1,0.05,3,0.1,2,5,10,"crack, damage, multiscale, failure, track, path, band, discrete, microstructure, fatigue",10,0.046462945377304256,0.45988793306842757,-3.472924643593802,90
859,0.1,0.05,3,0.1,1,10,10,"composite, failure, factor, strength, matrix, fiberreinforced, distribution, fibre, hybrid, different",10,-0.07083231427099315,0.3250251158705164,-4.312157799842648,90
1257,0.1,0.05,3,0.1,1,8,10,"diffusion, concentration, growth, system, replace, successful, drive, mass, viscous, scheme",10,-0.2210645495106885,0.3371586341137811,-6.69080587979367,90
2071,0.1,0.05,3,0.1,1,26,10,"material, process, step, rubber, lagrangian, change, thermomechanical, phase, track, mesh",10,0.055461265923871766,0.36368972582368697,-2.4555184324035877,90
13252,0.1,0.05,3,0.1,2,3,10,"membrane, topology, optimization, contact, optimal, design, principal, medium, effective, stiffness",10,-0.04331461124066412,0.2781025863761081,-3.0209736472559574,90
2817,0.1,0.05,3,0.1,2,8,10,"beam, rotation, formulation, shell, strain, scheme, one, vector, structure, geometrically",10,0.03761284288740104,0.4840532860268259,-1.8005789545679018,90
11511,0.1,0.05,3,0.1,2,10,10,"error, subdivision, flow, computation, analysis, estimation, surface, st, mesh, contact",10,-0.06389310015177925,0.36502140910128517,-4.768963963953404,90
13296,0.1,0.05,3,0.1,2,7,10,"fsi, mesh, fluid, move, control, interaction, partition, fluidstructure, twodimensional, solve",10,0.07288386745044693,0.654050877201682,-1.8738410344234526,90
