node_id,alpha,eta,gamma,depth,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,global_npmi,global_c_v,global_u_mass,iteration,layer,document_count
0,1.0,0.05,0.05,3,5,"method, model, use, element, numerical",5,-0.0013048143255487,0.4947950240613893,-0.5807813009350646,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,0,970
2,1.0,0.05,0.05,3,5,"contact, method, problem, approximation, mesh",5,-0.0077691867837581,0.40745995292472,-1.42626061755579,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,127
1,1.0,0.05,0.05,3,5,"material, computational, model, homogenization, scale",5,0.0488349430811818,0.6642760005707135,-1.5290761667479524,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,374
869,1.0,0.05,0.05,3,5,"process, material, microstructure, manufacturing, data",5,0.0318641204988788,0.6264254823334727,-1.9964491770976127,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,17
3589,1.0,0.05,0.05,3,5,"mechanical, phase, microstructures, transition, calculation",5,0.1309389166708385,0.4927961807382701,-2.604380245272018,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,3
1603,1.0,0.05,0.05,3,5,"rotation, beam, formulation, shell, vector",5,0.108753544407541,0.6099898532114623,-1.632332542428761,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,12
1303,1.0,0.05,0.05,3,5,"damage, crack, failure, energy, multiscale",5,0.0571835372129848,0.5538803604156375,-1.9348889568258787,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,11
8076,1.0,0.05,0.05,3,5,"boundary, lattice, condition, domain, kernel",5,0.1055765315658649,0.5551304828243261,-2.1110982262268005,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,8
162,1.0,0.05,0.05,3,5,"mesh, element, structure, cisamr, algorithm",5,0.0870425406414208,0.5336621529479765,-2.120746727073436,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,11
24,1.0,0.05,0.05,3,5,"instability, membrane, symmetry, thin, response",5,0.0946053591206916,0.6254060368723169,-1.7544628083141944,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,3
617,1.0,0.05,0.05,3,5,"identification, signal, input, structural, response",5,0.1920964358311401,0.711015255018699,-1.3920221509380977,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,2
3775,1.0,0.05,0.05,3,5,"fluid, particle, solid, fiber, interaction",5,0.0194335390640566,0.580792932848204,-2.028796151103232,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,11
8916,1.0,0.05,0.05,3,5,"interface, cohesive, crack, failure, damage",5,0.1450553172887352,0.6532730495922345,-1.5185226558821583,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,9
2969,1.0,0.05,0.05,3,5,"element, rotation, displacement, lagrange, incremental",5,0.1658433303670918,0.443183654516195,-2.5827243788134613,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,12
602,1.0,0.05,0.05,3,5,"fracture, model, phasefield, damage, crack",5,0.19350756522825,0.7566341396180858,-1.305548880526464,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,13
8712,1.0,0.05,0.05,3,5,"problem, space, pdes, high, resolution",5,-0.1197078653448873,0.4247911123926476,-4.673317383125154,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,12
3,1.0,0.05,0.05,3,5,"strain, lock, solidshell, formulation, tensor",5,0.003149938223908,0.7460805616286518,-1.7863937019086775,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,10
8027,1.0,0.05,0.05,3,5,"random, stochastic, function, uncertainty, probabilistic",5,0.2081274003480409,0.7901363745795676,-1.5690634908258765,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,10
2922,1.0,0.05,0.05,3,5,"microstructures, mechanical, response, fracture, tension",5,-0.0495605940143022,0.6372371185556156,-2.507363993013869,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,14
184,1.0,0.05,0.05,3,5,"crack, compute, material, effective, energy",5,0.0665753411823615,0.3633376332752771,-1.9766072667117276,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,5
9056,1.0,0.05,0.05,3,5,"polymer, behavior, deformation, integration, chain",5,0.0735793075476736,0.5056264756380243,-2.2429269957144955,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,9
808,1.0,0.05,0.05,3,5,"cluster, reduce, interaction, property, comput",5,-0.0331999440523479,0.4915317910082938,-2.1989001799555465,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,18
128,1.0,0.05,0.05,3,5,"system, framework, develop, work, model",5,0.0511861504285271,0.491709904881101,-0.9344804546837702,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,13
350,1.0,0.05,0.05,3,5,"fiber, parameter, sensitivity, residual, respect",5,-0.0177951802080684,0.4352912706892367,-4.633864498241793,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,6
102,1.0,0.05,0.05,3,5,"fsi, part, rkpm, class, air",5,-0.0768901066617077,0.5648322835801869,-2.217327522426823,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,4
391,1.0,0.05,0.05,3,5,"stress, element, shell, equation, shear",5,0.0282736166949271,0.5768451370274109,-1.697412803157757,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,15
1126,1.0,0.05,0.05,3,5,"simulation, tool, algorithms, machine, consist",5,-0.0436599445030594,0.5280449806679963,-2.731320350236902,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,17
8279,1.0,0.05,0.05,3,5,"datadriven, data, material, constitutive, database",5,0.1713749169262938,0.7189541819963847,-1.6325683723032718,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,5
7969,1.0,0.05,0.05,3,5,"crack, phasefield, fracture, propagation, heat",5,0.1930458014625436,0.8220834155441057,-1.8006817010498692,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,14
9087,1.0,0.05,0.05,3,5,"particle, contact, shape, dem, distance",5,0.1995840883667747,0.6857940770193309,-2.578336760678277,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,5
7836,1.0,0.05,0.05,3,5,"fiber, orientation, volume, state, effective",5,0.199356703087557,0.7401416900977758,-1.8006156026866242,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,9
4813,1.0,0.05,0.05,3,5,"sph, particle, instability, kernel, flow",5,0.1926544875623291,0.664295085100872,-1.482145564557243,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,5
988,1.0,0.05,0.05,3,5,"damage, model, crack, nonlocal, variable",5,0.1192501567568549,0.7273305912511429,-1.808329408343196,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,21
8600,1.0,0.05,0.05,3,5,"grain, boundary, slip, crystal, plastic",5,0.1909538969806863,0.6276870441006441,-1.808394441852268,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,9
1476,1.0,0.05,0.05,3,5,"crack, plate, track, displacement, extend",5,-0.1540288315454843,0.3706919541575643,-4.195679197020655,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,13
8518,1.0,0.05,0.05,3,5,"meshfree, particle, nonlocal, ductile, subdomains",5,-0.1277984807754467,0.4040449371147295,-7.266110874457536,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,12
8737,1.0,0.05,0.05,3,5,"crack, pd, xfem, fracture, strategy",5,0.1652097893465891,0.6500930990181495,-1.701088548224576,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,12
7940,1.0,0.05,0.05,3,5,"shell, fracture, formulation, solid, mixed",5,0.0852941854946428,0.6194249837449083,-1.9532343108186705,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,8
1645,1.0,0.05,0.05,3,5,"crystal, orientation, polycrystalline, scheme, spectral",5,-0.0865843172877193,0.6435447532314245,-2.134632680385858,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,4
3474,1.0,0.05,0.05,3,5,"frequency, model, tire, computation, reducedorder",5,0.031404719357196,0.2646832297077831,-4.5633782525839015,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,14
425,1.0,0.05,0.05,3,5,"melt, laser, powder, slm, process",5,0.4321631451061411,0.9100521582313088,-0.6346065440119777,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,6
97,1.0,0.05,0.05,3,5,"shell, function, rkpm, kernel, meshfree",5,0.2184881165513359,0.7303689766104987,-2.174488575514076,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,12
2494,1.0,0.05,0.05,3,5,"contact, surface, mesh, inhomogeneity, algorithm",5,0.0317891312154742,0.480405516417126,-4.238008331133981,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,6
1074,1.0,0.05,0.05,3,5,"static, warp, boundary, resultant, level",5,-0.017580350524673,0.6869056865510047,-1.7098125646650122,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,6
114,1.0,0.05,0.05,3,5,"process, manufacturing, simulation, additive, stress",5,0.2061632276082123,0.7500453222467313,-1.3823161737386542,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,22
6691,1.0,0.05,0.05,3,5,"method, domain, convergence, along, conventional",5,-0.0667481114790681,0.4051091766029058,-2.4538838068429403,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,20
235,1.0,0.05,0.05,3,5,"part, phase, constitutive, behaviour, vem",5,-0.1487710022706122,0.5112974298597806,-2.921345518300802,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,9
145,1.0,0.05,0.05,3,5,"optimization, material, topology, structure, design",5,0.1839631630951934,0.5245074240626953,-1.313155952446778,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,8
3748,1.0,0.05,0.05,3,5,"condition, body, boundary, homogenization, rigid",5,0.136158020709998,0.6716460028713708,-2.433257598786009,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,14
1518,1.0,0.05,0.05,3,5,"contact, body, friction, rigid, formulation",5,0.0713530559216246,0.4609665827373325,-3.870397082372503,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,6
825,1.0,0.05,0.05,3,5,"data, train, network, learn, prediction",5,0.2502492028641543,0.8661762374482143,-1.34807529105838,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,9
59,1.0,0.05,0.05,3,5,"slip, reinforcement, effective, concrete, twoscale",5,0.2557677560978164,0.4161598194381368,-2.8377206178464927,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,6
2255,1.0,0.05,0.05,3,5,"heart, property, estimate, human, inverse",5,-0.0031771167150673,0.3669265296057594,-8.568920438691222,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,8
8105,1.0,0.05,0.05,3,5,"dynamic, multibody, uncertainty, use, system",5,0.1236258664871463,0.5650263573481619,-1.4695282841822093,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,3
516,1.0,0.05,0.05,3,5,"data, material, cubic, neural, network",5,0.1623236381316722,0.7772320737750907,-2.1845497602965627,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,4
9429,1.0,0.05,0.05,3,5,"thermal, vibration, deformation, structural, metal",5,0.1885254251805289,0.5198332650125534,-2.241159527138717,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,3
1149,1.0,0.05,0.05,3,5,"shell, outofplane, surface, midsurface, stress",5,0.0219436442057158,0.6223501092179765,-1.6736424081975785,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,8
6567,1.0,0.05,0.05,3,5,"crack, anisotropic, fracture, energy, toughness",5,0.1451622339444006,0.66526721722495,-2.342056641020354,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,4
2071,1.0,0.05,0.05,3,5,"flow, mesh, computation, method, isogeometric",5,0.0706455140636651,0.6990976454368081,-1.2537611963447326,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,12
2321,1.0,0.05,0.05,3,5,"element, mode, modal, displacement, derive",5,0.1057162389931342,0.630247015523751,-1.980727205955653,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,2
6175,1.0,0.05,0.05,3,5,"mesh, fluid, fsi, interaction, fluidstructure",5,0.2819869881742423,0.8025652861948519,-1.817553238831535,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,12
9119,1.0,0.05,0.05,3,5,"beam, theory, shear, kinematics, deformation",5,0.1673385362009618,0.6243417991055173,-1.6005953217311135,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,9
4058,1.0,0.05,0.05,3,5,"fatigue, adhesive, microstructure, structural, challenge",5,0.1496549875557117,0.593021908942659,-2.006489620270054,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,8
611,1.0,0.05,0.05,3,5,"model, covid, number, disease, dynamic",5,0.0600024624987767,0.5876265360002313,-2.2451979940761424,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,13
53,1.0,0.05,0.05,3,5,"flow, model, field, turbulent, navierstokes",5,0.1779332043104404,0.5716291186353393,-2.4173330765869223,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,13
1608,1.0,0.05,0.05,3,5,"flow, compressible, incompressible, fluid, framework",5,0.1995843640934487,0.6530009441187385,-1.549545507352119,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,12
7752,1.0,0.05,0.05,3,5,"smooth, mesh, quality, scheme, free",5,0.0686417488534491,0.3374346825156207,-2.263926573386872,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,6
5589,1.0,0.05,0.05,3,5,"discrete, influence, medium, continuum, heterogeneous",5,0.0905794360314531,0.5501549464011607,-2.2736875730042883,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,10
9224,1.0,0.05,0.05,3,5,"test, influence, defect, imperfection, nonlinear",5,0.043557247253423,0.5528825869179738,-2.742136248553025,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,8
7389,1.0,0.05,0.05,3,5,"peridynamic, dispersion, propagation, study, property",5,0.0142498315538474,0.7201614972898607,-1.0992866439187403,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,20
9716,1.0,0.05,0.05,3,5,"interface, effective, property, material, influence",5,0.0904986361462092,0.4566063383171048,-1.6747511060888454,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,14
10072,1.0,0.05,0.05,3,5,"element, virtual, problem, vem, stabilization",5,0.0491422423178586,0.4748301595876771,-4.513474201288998,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,9
10335,1.0,0.05,0.05,3,5,"composite, concurrent, multiscale, microscale, database",5,0.0700201928367543,0.6429720020329687,-2.210371274276778,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,4
10366,1.0,0.05,0.05,3,5,"multibody, total, flexible, constraint, mechanism",5,0.0251178363836837,0.4518528188391547,-4.368281650102133,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,6
10781,1.0,0.05,0.05,3,5,"equation, differential, fractional, crack, fatigue",5,-0.0652409997543382,0.5051600509729479,-6.958903618737317,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,10
10804,1.0,0.05,0.05,3,5,"plasticity, behavior, model, creep, alloy",5,0.1069809436879591,0.5187222292441389,-4.660793234224218,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,7
10810,1.0,0.05,0.05,3,5,"wake, special, require, end, optimization",5,-0.045972173042895,0.2736224870116029,-4.240606704439836,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,7
11179,1.0,0.05,0.05,3,5,"consolidation, medium, fluid, porous, equation",5,0.2286128264944829,0.8141979660152124,-0.9258404205881974,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,4
11230,1.0,0.05,0.05,3,5,"error, uncertainty, model, bayesian, adaptive",5,0.1371557730302564,0.6423503995955286,-1.994307909254449,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,7
11400,1.0,0.05,0.05,3,5,"et, al, macroscopic, implementation, comput",5,0.1562912477364842,0.8302731411406704,-1.5478792500451308,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,12
12495,1.0,0.05,0.05,3,5,"stress, material, state, cycle, residual",5,0.0678277699788865,0.5906425017248084,-2.62608129966241,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,7
12669,1.0,0.05,0.05,3,5,"principal, matrix, x, stretch, parallel",5,0.1365497342962974,0.4741215228736524,-2.587071773854116,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,7
12671,1.0,0.05,0.05,3,5,"response, multiscale, macroscale, macroscopic, largescale",5,0.0320995770094155,0.7208645179313832,-2.369872948168261,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,8
12870,1.0,0.05,0.05,3,5,"fractional, diffusion, element, oscillation, enrich",5,0.2016024963872399,0.6589613868372479,-2.323444479183608,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,4
13012,1.0,0.05,0.05,3,5,"spacetime, implementation, algorithm, equation, enrichment",5,0.0702910515616502,0.3347249665520603,-2.218327519468149,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,5
13088,1.0,0.05,0.05,3,5,"boundary, mixed, fix, reinforce, fiber",5,-0.2400617714068443,0.4155829528005433,-2.742691561178319,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,2
13315,1.0,0.05,0.05,3,5,"cut, shear, pod, stability, formation",5,-0.2881031864165931,0.246315860874887,-11.088922693363264,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,5
13381,1.0,0.05,0.05,3,5,"method, system, linear, nonlinear, convergence",5,0.04507969325027,0.4899113731830058,-1.79594923408503,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,9
13698,1.0,0.05,0.05,3,5,"fractional, derivative, convergence, rate, method",5,0.1292990476494243,0.4505548397139192,-1.0373227958830018,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,20
14265,1.0,0.05,0.05,3,5,"strategy, snapshot, new, scheme, article",5,-0.071011522042077,0.4098314526227889,-4.392052405785012,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,18
14416,1.0,0.05,0.05,3,5,"basis, reduction, error, pod, crack",5,-0.1971594513295979,0.402000920540472,-4.566587810349793,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,11
14525,1.0,0.05,0.05,3,5,"laser, formation, crystal, parallel, response",5,-0.1014922540635497,0.4924106314562765,-4.245032996171302,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,4
14547,1.0,0.05,0.05,3,5,"surface, process, damage, crack, load",5,0.017617487922922,0.5310343745319315,-1.925539428692003,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,10
14616,1.0,0.05,0.05,3,5,"integration, domain, point, moment, quadrature",5,0.2045057428224531,0.7442551445796945,-2.3416732226087857,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,5
14948,1.0,0.05,0.05,3,5,"field, data, virtual, parameter, strain",5,0.0263569340300064,0.441599339954335,-1.9766345354615829,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,7
15674,1.0,0.05,0.05,3,5,"peridynamics, interaction, nonlocal, statebased, continuum",5,0.2640072552203119,0.7009301329454487,-1.6710020677360735,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,6
16275,1.0,0.05,0.05,3,5,"patch, hyperelastic, biological, fiberreinforced, author",5,-0.2511207280470335,0.2591442499043975,-9.14452517861928,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,3
16487,1.0,0.05,0.05,3,5,"flow, crack, heat, yield, thermal",5,0.0398237175880571,0.5570436669549035,-2.646374589801389,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,7
16759,1.0,0.05,0.05,3,5,"deformable, tissue, object, human, viscoelastic",5,-0.207223055620257,0.4826856379561911,-6.415964881399401,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,5
17331,1.0,0.05,0.05,3,5,"stiffness, number, matrix, cell, mode",5,0.1325243574116016,0.582733405625495,-2.333940120174896,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,5
17666,1.0,0.05,0.05,3,5,"topology, optimization, design, shape, structural",5,0.2239468929950215,0.5955300021676677,-1.3566714007737042,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,7
18239,1.0,0.05,0.05,3,5,"mesh, structure, optimize, boundary, design",5,0.025569668424422,0.3412533396870169,-1.9663012378502756,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,2
19597,1.0,0.05,0.05,3,5,"wave, dispersion, eigenvalue, find, fourier",5,0.2414450030893832,0.6683000100353546,-2.294360864684894,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,4
20065,1.0,0.05,0.05,3,5,"model, solid, damage, interphase, fluid",5,-0.1824135592734762,0.3443043139045346,-7.410537939921758,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,5
20083,1.0,0.05,0.05,3,5,"analysis, manifold, nonlinear, frequency, sample",5,-0.0992007741234323,0.4257914053434798,-2.6500372759779527,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,1,8
20144,1.0,0.05,0.05,3,5,"sve, without, localized, size, particle",5,0.1507936309835887,0.4861361838312311,-4.14740102451059,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,3
20682,1.0,0.05,0.05,3,5,"predict, part, build, large, process",5,0.1323434894125545,0.4980313033432071,-1.759073089865101,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,7
20704,1.0,0.05,0.05,3,5,"erosion, update, analysis, particle, computational",5,0.0945139126514101,0.4009547429941044,-1.138467075674399,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,2
20872,1.0,0.05,0.05,3,5,"mass, matrix, order, wave, formulation",5,0.0978833265342529,0.6337463273561883,-1.5548517076930837,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,3
20914,1.0,0.05,0.05,3,5,"fractional, order, pressure, diffusion, pore",5,0.2376105569190894,0.5366461045974394,-2.7260479116296183,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,6
21020,1.0,0.05,0.05,3,5,"macroscopic, phase, field, reduce, fluctuation",5,0.140465109080183,0.665611441385391,-2.492068317873572,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,9
21075,1.0,0.05,0.05,3,5,"constraint, problem, equation, stability, point",5,-0.0395639690299302,0.4570447920440189,-1.9595401663026029,0.0431440001061623,0.5465249463571501,-2.883129322535009,265,2,7
