node_id,alpha,eta,gamma,depth,layer,document_count,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,iteration
0,1.0,0.05,0.05,3,0,970,5,"method, model, use, element, numerical",5,-0.0013048143255487954,0.4947950240613893,-0.5807813009350646,265
2,1.0,0.05,0.05,3,2,127,5,"contact, method, problem, approximation, mesh",5,-0.007769186783758104,0.40745995292472,-1.42626061755579,265
1,1.0,0.05,0.05,3,1,374,5,"material, computational, model, homogenization, scale",5,0.0488349430811818,0.6642760005707135,-1.5290761667479524,265
869,1.0,0.05,0.05,3,1,17,5,"process, material, microstructure, manufacturing, data",5,0.03186412049887884,0.6264254823334727,-1.9964491770976132,265
3589,1.0,0.05,0.05,3,2,3,5,"mechanical, phase, microstructures, transition, calculation",5,0.1309389166708385,0.4927961807382701,-2.604380245272018,265
1603,1.0,0.05,0.05,3,1,12,5,"rotation, beam, formulation, shell, vector",5,0.10875354440754101,0.6099898532114623,-1.632332542428761,265
1303,1.0,0.05,0.05,3,2,11,5,"damage, crack, failure, energy, multiscale",5,0.05718353721298486,0.5538803604156375,-1.9348889568258787,265
8076,1.0,0.05,0.05,3,2,8,5,"boundary, lattice, condition, domain, kernel",5,0.10557653156586493,0.5551304828243261,-2.1110982262268005,265
162,1.0,0.05,0.05,3,2,11,5,"mesh, element, structure, cisamr, algorithm",5,0.08704254064142086,0.5336621529479765,-2.1207467270734357,265
24,1.0,0.05,0.05,3,1,3,5,"instability, membrane, symmetry, thin, response",5,0.09460535912069165,0.6254060368723169,-1.7544628083141944,265
617,1.0,0.05,0.05,3,2,2,5,"identification, signal, input, structural, response",5,0.19209643583114017,0.711015255018699,-1.3920221509380977,265
3775,1.0,0.05,0.05,3,1,11,5,"fluid, particle, solid, fiber, interaction",5,0.019433539064056638,0.580792932848204,-2.028796151103232,265
8916,1.0,0.05,0.05,3,2,9,5,"interface, cohesive, crack, failure, damage",5,0.14505531728873525,0.6532730495922345,-1.5185226558821585,265
2969,1.0,0.05,0.05,3,2,12,5,"element, rotation, displacement, lagrange, incremental",5,0.16584333036709184,0.44318365451619507,-2.5827243788134613,265
602,1.0,0.05,0.05,3,2,13,5,"fracture, model, phasefield, damage, crack",5,0.19350756522825005,0.7566341396180858,-1.305548880526464,265
8712,1.0,0.05,0.05,3,1,12,5,"problem, space, pdes, high, resolution",5,-0.11970786534488739,0.42479111239264766,-4.673317383125154,265
3,1.0,0.05,0.05,3,1,10,5,"strain, lock, solidshell, formulation, tensor",5,0.0031499382239080277,0.7460805616286518,-1.7863937019086777,265
8027,1.0,0.05,0.05,3,2,10,5,"random, stochastic, function, uncertainty, probabilistic",5,0.2081274003480409,0.7901363745795676,-1.5690634908258763,265
2922,1.0,0.05,0.05,3,2,14,5,"microstructures, mechanical, response, fracture, tension",5,-0.04956059401430222,0.6372371185556156,-2.507363993013869,265
184,1.0,0.05,0.05,3,1,5,5,"crack, compute, material, effective, energy",5,0.06657534118236151,0.3633376332752771,-1.9766072667117274,265
9056,1.0,0.05,0.05,3,1,9,5,"polymer, behavior, deformation, integration, chain",5,0.07357930754767368,0.5056264756380243,-2.2429269957144955,265
808,1.0,0.05,0.05,3,1,18,5,"cluster, reduce, interaction, property, comput",5,-0.03319994405234793,0.4915317910082938,-2.1989001799555465,265
128,1.0,0.05,0.05,3,1,13,5,"system, framework, develop, work, model",5,0.051186150428527186,0.491709904881101,-0.9344804546837702,265
350,1.0,0.05,0.05,3,1,6,5,"fiber, parameter, sensitivity, residual, respect",5,-0.01779518020806848,0.4352912706892367,-4.633864498241793,265
102,1.0,0.05,0.05,3,2,4,5,"fsi, part, rkpm, class, air",5,-0.07689010666170777,0.5648322835801869,-2.217327522426823,265
391,1.0,0.05,0.05,3,1,15,5,"stress, element, shell, equation, shear",5,0.028273616694927138,0.5768451370274109,-1.697412803157757,265
1126,1.0,0.05,0.05,3,1,17,5,"simulation, tool, algorithms, machine, consist",5,-0.043659944503059475,0.5280449806679963,-2.731320350236902,265
8279,1.0,0.05,0.05,3,2,5,5,"datadriven, data, material, constitutive, database",5,0.1713749169262938,0.7189541819963847,-1.6325683723032718,265
7969,1.0,0.05,0.05,3,1,14,5,"crack, phasefield, fracture, propagation, heat",5,0.1930458014625436,0.8220834155441057,-1.8006817010498692,265
9087,1.0,0.05,0.05,3,2,5,5,"particle, contact, shape, dem, distance",5,0.19958408836677474,0.6857940770193309,-2.578336760678277,265
