iteration,leaf_node_id,document_count,documents_in_path,path_created_this_iteration,layer_0_node_id,layer_1_node_id,layer_2_node_id
0,2,35,"[19, 42, 88, 130, 287, 299, 300, 326, 382, 406, 408, 421, 483, 575, 587, 595, 623, 666, 673, 708, 729, 733, 773, 783, 789, 826, 842, 853, 866, 907, 910, 911, 916, 919, 922]",False,0,1,2
0,23,11,"[143, 636, 644, 646, 647, 648, 650, 658, 667, 719, 744]",False,0,1,23
0,101,7,"[98, 107, 140, 416, 452, 593, 851]",False,0,1,101
0,114,5,"[663, 725, 738, 794, 948]",False,0,1,114
0,117,10,"[11, 20, 266, 372, 540, 574, 599, 831, 876, 903]",False,0,1,117
0,130,7,"[375, 402, 409, 436, 626, 799, 963]",False,0,1,130
0,200,5,"[237, 321, 331, 392, 801]",False,0,1,200
0,361,7,"[163, 259, 264, 339, 601, 671, 705]",False,0,1,361
0,455,8,"[12, 50, 310, 361, 486, 732, 740, 859]",False,0,1,455
0,583,10,"[44, 154, 298, 425, 429, 442, 539, 570, 655, 739]",False,0,582,583
0,593,11,"[65, 221, 383, 535, 562, 584, 614, 621, 670, 712, 881]",False,0,1,593
0,801,7,"[160, 194, 432, 453, 586, 707, 918]",False,0,1,801
0,847,6,"[32, 49, 157, 254, 360, 397]",False,0,123,847
0,1412,12,"[105, 142, 169, 357, 456, 457, 545, 579, 588, 635, 690, 951]",False,0,1,1412
0,1651,5,"[83, 196, 200, 838, 934]",False,0,1650,1651
0,1695,5,"[66, 276, 323, 676, 854]",False,0,1265,1695
0,2386,4,"[39, 189, 462, 832]",False,0,178,2386
0,2550,3,"[89, 280, 880]",False,0,1,2550
0,2904,3,"[224, 785, 897]",False,0,1,2904
0,3083,7,"[76, 104, 367, 473, 629, 768, 965]",False,0,2835,3083
0,3091,6,"[71, 111, 407, 589, 611, 776]",False,0,1,3091
0,3169,4,"[171, 415, 516, 946]",False,0,123,3169
0,3943,5,"[21, 500, 718, 786, 812]",False,0,2380,3943
0,4008,4,"[291, 341, 376, 669]",False,0,1,4008
0,4481,7,"[35, 228, 437, 609, 845, 894, 939]",False,0,1,4481
0,4905,5,"[180, 358, 460, 606, 879]",False,0,3232,4905
0,5522,8,"[84, 265, 288, 301, 555, 761, 931, 958]",False,0,4972,5522
0,5715,2,"[515, 833]",False,0,582,5715
0,5817,7,"[176, 207, 229, 233, 304, 538, 656]",False,0,165,5817
0,5900,9,"[30, 479, 556, 781, 793, 808, 840, 960, 962]",False,0,34,5900
0,7196,3,"[52, 394, 496]",False,0,34,7196
0,7387,11,"[13, 72, 190, 309, 344, 431, 441, 518, 641, 829, 904]",False,0,1,7387
0,7539,7,"[146, 423, 440, 755, 915, 949, 954]",False,0,1,7539
0,7786,9,"[151, 316, 480, 529, 536, 683, 695, 861, 966]",False,0,1,7786
0,8133,8,"[10, 70, 81, 475, 566, 617, 892, 908]",False,0,7936,8133
0,8323,6,"[36, 239, 685, 702, 896, 969]",False,0,1,8323
0,8486,7,"[41, 123, 170, 412, 521, 625, 818]",False,0,2741,8486
0,8765,4,"[23, 281, 485, 777]",False,0,7160,8765
0,9421,10,"[201, 227, 330, 422, 449, 509, 619, 651, 734, 796]",False,0,5370,9421
0,9912,5,"[242, 246, 290, 305, 955]",False,0,1,9912
0,10215,8,"[24, 118, 544, 628, 810, 820, 857, 932]",False,0,10053,10215
0,10919,7,"[56, 90, 197, 286, 691, 749, 905]",False,0,1,10919
0,11316,5,"[365, 700, 711, 760, 765]",False,0,11236,11316
0,11486,9,"[28, 51, 78, 238, 352, 369, 598, 809, 846]",False,0,1,11486
0,12774,9,"[342, 381, 387, 490, 613, 657, 693, 827, 887]",False,0,204,12774
0,13892,3,"[216, 284, 345]",False,0,1,13892
0,14258,8,"[17, 115, 159, 504, 684, 701, 735, 869]",False,0,13715,14258
0,14870,3,"[689, 823, 944]",False,0,1,14870
0,14902,3,"[96, 213, 637]",False,0,624,14902
0,15438,9,"[275, 327, 348, 420, 469, 779, 837, 867, 947]",False,0,9133,15438
0,15662,5,"[459, 524, 530, 630, 714]",False,0,165,15662
0,15915,3,"[368, 600, 682]",False,0,1,15915
0,15948,5,"[308, 494, 585, 821, 864]",False,0,1,15948
0,16102,7,"[95, 97, 124, 267, 461, 541, 968]",False,0,1,16102
0,16618,9,"[147, 215, 223, 282, 350, 553, 559, 605, 933]",False,0,9249,16618
0,16750,7,"[92, 283, 333, 384, 526, 766, 917]",False,0,1,16750
0,17311,7,"[245, 312, 374, 597, 654, 825, 870]",False,0,4972,17311
0,17580,5,"[166, 261, 430, 468, 752]",False,0,5845,17580
0,18054,3,"[303, 519, 727]",False,0,1650,18054
0,18435,12,"[47, 205, 250, 272, 289, 433, 477, 554, 624, 664, 678, 751]",False,0,1,18435
0,18440,8,"[46, 59, 112, 155, 191, 527, 632, 775]",False,0,1,18440
0,19091,6,"[37, 74, 106, 148, 149, 212]",False,0,34,19091
0,19322,4,"[22, 33, 136, 162]",False,0,18708,19322
0,20178,6,"[6, 29, 230, 362, 413, 723]",False,0,19285,20178
0,20809,5,"[60, 219, 466, 754, 899]",False,0,1,20809
0,20888,4,"[67, 184, 458, 792]",False,0,1,20888
