node_id,alpha,eta,gamma,depth,layer,document_count,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,iteration
0,0.05,0.05,0.05,3,0,970,5,"model, method, use, propose, element",5,0.013885924146951547,0.48573015805465874,-0.5922496992669217,175
1,0.05,0.05,0.05,3,1,472,5,"method, element, problem, formulation, numerical",5,0.01333948755960442,0.5427113978614981,-0.7187929429326004,175
2,0.05,0.05,0.05,3,2,107,5,"crack, model, fracture, damage, material",5,0.11334037537588557,0.7162909013633519,-1.1054229221573293,175
7,0.05,0.05,0.05,3,1,12,5,"model, couple, heart, system, wave",5,-0.036239974331504776,0.6292554563579932,-2.6094980570685444,175
9,0.05,0.05,0.05,3,1,13,5,"method, st, computational, flow, computation",5,0.13727427013975796,0.6232858858868762,-1.4745776357227844,175
35,0.05,0.05,0.05,3,1,9,5,"flow, framework, simulation, compressible, mesh",5,0.0573629281655957,0.5208888553002538,-1.8885145645308483,175
114,0.05,0.05,0.05,3,1,10,5,"slm, melt, powder, study, magnetic",5,0.10560410329177619,0.6486269407694224,-1.6456795755687523,175
127,0.05,0.05,0.05,3,2,3,5,"turbine, computation, framework, wind, mdm",5,0.22856808749203364,0.833252122162334,-1.901802935560148,175
160,0.05,0.05,0.05,3,1,12,5,"flow, fluid, incompressible, compressible, physical",5,0.12437440628022833,0.6684417722364985,-2.0521727110804355,175
168,0.05,0.05,0.05,3,2,6,5,"system, framework, energy, illustrate, optimize",5,0.030202388152355635,0.48093821825441047,-2.476809165117289,175
181,0.05,0.05,0.05,3,1,8,5,"bem, matrix, fast, new, solve",5,0.15006032713306783,0.5691209982525043,-1.336251678400097,175
206,0.05,0.05,0.05,3,1,7,5,"sph, surface, hydrodynamics, particle, curvature",5,0.26989087766920705,0.7095118341293267,-1.6783945770030027,175
211,0.05,0.05,0.05,3,1,11,5,"data, datadriven, elastoplastic, experiment, law",5,-0.17143930520458242,0.5343461152276401,-2.3050903639674436,175
246,0.05,0.05,0.05,3,2,9,5,"stochastic, uncertainty, random, parameter, response",5,0.17487750606706354,0.7324887082803033,-1.3535439673566707,175
