node_id,alpha,eta,gamma,depth,layer,document_count,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,iteration
0,0.05,0.05,0.05,3,0,970,5,"method, model, use, element, problem",5,0.00017087331729729905,0.47101747467955857,-0.6607889954740849,175
1,0.05,0.05,0.05,3,1,390,5,"model, material, crack, use, fracture",5,0.03866652668074812,0.6395883869053012,-1.4070282891838481,175
2,0.05,0.05,0.05,3,2,90,5,"material, homogenization, macroscopic, multiscale, composite",5,0.11966338232693996,0.7169567079935056,-1.786604229839935,175
3,0.05,0.05,0.05,3,2,3,5,"fiber, orientation, effective, state, energy",5,0.16860422472519365,0.5942693173387715,-1.8909085153622147,175
5,0.05,0.05,0.05,3,1,9,5,"polygonal, mesh, conform, without, fcm",5,-0.0052830158412195795,0.7039506682456056,-2.2734721303457586,175
13,0.05,0.05,0.05,3,1,13,5,"deformation, numerical, simulation, eng, comput",5,-0.034738033182243305,0.6315798351447618,-2.415156359091637,175
23,0.05,0.05,0.05,3,2,12,5,"model, covid, dynamic, new, disease",5,0.17182430664126047,0.6330812510349443,-2.137754056882049,175
34,0.05,0.05,0.05,3,1,15,5,"subdivision, surface, focus, isogeometric, refinement",5,-0.01020750515364342,0.47640810448055104,-4.162909044175884,175
41,0.05,0.05,0.05,3,1,11,5,"low, propagation, approximation, area, flux",5,-0.15560788386656926,0.3088479468718067,-9.361399378115014,175
79,0.05,0.05,0.05,3,1,8,5,"heart, cardiac, drug, human, tissue",5,0.389286541651411,0.7517431519589015,-3.232008300169138,175
81,0.05,0.05,0.05,3,1,18,5,"shell, outofplane, case, account, midsurface",5,0.027917799013056178,0.3806393998562899,-2.523680403056585,175
101,0.05,0.05,0.05,3,2,9,5,"contact, mesh, tire, computation, isogeometric",5,0.12278020360354228,0.8280078108643645,-1.8540802406586632,175
114,0.05,0.05,0.05,3,2,3,5,"flow, turbulent, move, navierstokes, next",5,-0.01647825225202628,0.6640813462121463,-2.0329003867890956,175
117,0.05,0.05,0.05,3,2,10,5,"process, manufacturing, material, additive, property",5,0.23822853322887466,0.6005779913279126,-1.4254160181468865,175
123,0.05,0.05,0.05,3,1,11,5,"macroscopic, field, scheme, phase, fluctuation",5,0.11762149607110617,0.7665799070514984,-2.706305367534728,175
125,0.05,0.05,0.05,3,1,21,5,"thermal, band, shear, strain, rule",5,-0.05678642773706649,0.723168479365086,-2.461833247777212,175
130,0.05,0.05,0.05,3,2,6,5,"data, train, strain, learn, network",5,0.10523643397104698,0.6547680846727267,-1.8359185431026048,175
135,0.05,0.05,0.05,3,2,6,5,"bem, fast, matrix, integral, new",5,0.09686603297091409,0.5887682943622051,-1.6114079060650408,175
165,0.05,0.05,0.05,3,1,17,5,"shell, equation, stress, equilibrium, element",5,0.06571521593876407,0.6612239161762048,-1.3555438271445077,175
178,0.05,0.05,0.05,3,1,6,5,"stochastic, frequency, subspace, introduce, demonstrate",5,-0.12447681864040913,0.3832102141993768,-2.074153469302087,175
200,0.05,0.05,0.05,3,2,6,5,"predict, part, process, residual, build",5,0.20638445106042913,0.6228738241617736,-2.140168213370925,175
204,0.05,0.05,0.05,3,1,9,5,"cell, within, process, differentiation, tissue",5,0.15844562519475486,0.6896087830210854,-2.590347282979653,175
209,0.05,0.05,0.05,3,1,4,5,"melt, effect, geometrical, different, process",5,-0.038077734246239406,0.5512857542752297,-1.6284738078215664,175
361,0.05,0.05,0.05,3,2,10,5,"sph, particle, interaction, fluid, mixed",5,0.0748480917641199,0.7185786157772178,-1.7029386166689509,175
422,0.05,0.05,0.05,3,1,15,5,"contact, local, surface, patch, mortar",5,-0.07410350918146039,0.39190973259816564,-3.045362637933725,175
455,0.05,0.05,0.05,3,2,6,5,"cluster, data, interaction, compression, error",5,-0.06049208398755411,0.48257479013086996,-4.618020159718245,175
471,0.05,0.05,0.05,3,1,7,5,"response, imperfection, compression, compressive, defect",5,0.2733078824622586,0.8325114364201343,-2.4822473530575384,175
572,0.05,0.05,0.05,3,1,12,5,"beam, deformation, electric, potential, energy",5,0.116654698195334,0.6692172461037422,-2.275145458928635,175
582,0.05,0.05,0.05,3,1,21,5,"inversion, parameter, challenge, inverse, sample",5,0.08259893304603826,0.5432506814017789,-2.224151741590952,175
583,0.05,0.05,0.05,3,2,6,5,"element, rotation, displacement, field, vector",5,0.13867868918339693,0.4973262256255938,-1.9830156343942895,175
588,0.05,0.05,0.05,3,2,4,5,"shell, rkpm, function, beam, kernel",5,0.15006953613587287,0.6300038030640204,-2.121167872824096,175
593,0.05,0.05,0.05,3,2,16,5,"strain, formulation, element, lock, shell",5,0.11146493822342822,0.6685481227239778,-1.6963990126055357,175
624,0.05,0.05,0.05,3,1,9,5,"transformation, discrete, fourier, combination, convolution",5,0.25552329449361005,0.6505630006887728,-2.54980964096072,175
717,0.05,0.05,0.05,3,2,6,5,"particle, contact, shape, dem, force",5,0.07596465589208469,0.6311241580619749,-2.2317631704427625,175
736,0.05,0.05,0.05,3,1,14,5,"particle, fluid, flow, fiber, smooth",5,-0.050822427109011414,0.4882324535633713,-4.485221924871917,175
801,0.05,0.05,0.05,3,2,9,5,"fiber, volume, distribution, algorithm, composite",5,0.1049213883340647,0.5978333949481245,-1.678266323169547,175
847,0.05,0.05,0.05,3,2,4,5,"mesh, cisamr, conform, structure, refinement",5,0.2810900352833927,0.7147819870079004,-1.522950544297101,175
931,0.05,0.05,0.05,3,1,10,5,"strain, plastic, yield, elastoplastic, stress",5,0.14153870880261585,0.7248925703399548,-1.7036135294499022,175
968,0.05,0.05,0.05,3,2,6,5,"basis, reduce, error, reduction, snapshot",5,0.1370075733639028,0.5716565267946996,-2.3475243666323657,175
1046,0.05,0.05,0.05,3,1,7,5,"static, modal, displacement, mode, structure",5,0.10605402100964359,0.7405783988002101,-1.381414598985803,175
1224,0.05,0.05,0.05,3,2,4,5,"fractional, diffusion, equation, oscillation, enrich",5,0.262841062841239,0.7227772257841997,-2.24268502385367,175
