node_id,alpha,eta,gamma,depth,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,global_npmi,global_c_v,global_u_mass,iteration,layer,document_count
0,0.05,0.05,0.05,3,5,"method, model, use, element, problem",5,0.0001708733172972,0.4710174746795585,-0.6607889954740849,0.0551110215913729,0.5463390924585374,-2.7108081888142106,175,0,970
1,0.05,0.05,0.05,3,5,"model, material, crack, use, fracture",5,0.0386665266807481,0.6395883869053012,-1.407028289183848,0.0551110215913729,0.5463390924585374,-2.7108081888142106,175,1,390
2,0.05,0.05,0.05,3,5,"material, homogenization, macroscopic, multiscale, composite",5,0.1196633823269399,0.7169567079935056,-1.786604229839935,0.0551110215913729,0.5463390924585374,-2.7108081888142106,175,2,90
3,0.05,0.05,0.05,3,5,"fiber, orientation, effective, state, energy",5,0.1686042247251936,0.5942693173387715,-1.8909085153622147,0.0551110215913729,0.5463390924585374,-2.7108081888142106,175,2,3
5,0.05,0.05,0.05,3,5,"polygonal, mesh, conform, without, fcm",5,-0.0052830158412195,0.7039506682456056,-2.2734721303457586,0.0551110215913729,0.5463390924585374,-2.7108081888142106,175,1,9
13,0.05,0.05,0.05,3,5,"deformation, numerical, simulation, eng, comput",5,-0.0347380331822433,0.6315798351447618,-2.415156359091637,0.0551110215913729,0.5463390924585374,-2.7108081888142106,175,1,13
23,0.05,0.05,0.05,3,5,"model, covid, dynamic, new, disease",5,0.1718243066412604,0.6330812510349443,-2.137754056882049,0.0551110215913729,0.5463390924585374,-2.7108081888142106,175,2,12
34,0.05,0.05,0.05,3,5,"subdivision, surface, focus, isogeometric, refinement",5,-0.0102075051536434,0.476408104480551,-4.162909044175884,0.0551110215913729,0.5463390924585374,-2.7108081888142106,175,1,15
41,0.05,0.05,0.05,3,5,"low, propagation, approximation, area, flux",5,-0.1556078838665692,0.3088479468718067,-9.361399378115014,0.0551110215913729,0.5463390924585374,-2.7108081888142106,175,1,11
79,0.05,0.05,0.05,3,5,"heart, cardiac, drug, human, tissue",5,0.389286541651411,0.7517431519589015,-3.232008300169138,0.0551110215913729,0.5463390924585374,-2.7108081888142106,175,1,8
81,0.05,0.05,0.05,3,5,"shell, outofplane, case, account, midsurface",5,0.0279177990130561,0.3806393998562899,-2.523680403056585,0.0551110215913729,0.5463390924585374,-2.7108081888142106,175,1,18
101,0.05,0.05,0.05,3,5,"contact, mesh, tire, computation, isogeometric",5,0.1227802036035422,0.8280078108643645,-1.8540802406586632,0.0551110215913729,0.5463390924585374,-2.7108081888142106,175,2,9
114,0.05,0.05,0.05,3,5,"flow, turbulent, move, navierstokes, next",5,-0.0164782522520262,0.6640813462121463,-2.032900386789096,0.0551110215913729,0.5463390924585374,-2.7108081888142106,175,2,3
117,0.05,0.05,0.05,3,5,"process, manufacturing, material, additive, property",5,0.2382285332288746,0.6005779913279126,-1.4254160181468865,0.0551110215913729,0.5463390924585374,-2.7108081888142106,175,2,10
123,0.05,0.05,0.05,3,5,"macroscopic, field, scheme, phase, fluctuation",5,0.1176214960711061,0.7665799070514984,-2.706305367534728,0.0551110215913729,0.5463390924585374,-2.7108081888142106,175,1,11
125,0.05,0.05,0.05,3,5,"thermal, band, shear, strain, rule",5,-0.0567864277370664,0.723168479365086,-2.461833247777212,0.0551110215913729,0.5463390924585374,-2.7108081888142106,175,1,21
