node_id,eta,gamma,depth,alpha,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,global_npmi,global_c_v,global_u_mass,iteration,layer,document_count
0,0.2,0.05,3,0.1,5,"method, model, element, use, numerical",5,-0.0013048143255487,0.4947950240613893,-0.5698949863141618,0.0355558775083523,0.5516293293969766,-3.234041331727054,375,0,970
1,0.2,0.05,3,0.1,5,"model, method, computational, material, use",5,-0.0261719358414628,0.4843887068837039,-0.7736537690434442,0.0355558775083523,0.5516293293969766,-3.234041331727054,375,1,485
2,0.2,0.05,3,0.1,5,"method, problem, domain, numerical, boundary",5,0.0342951169074985,0.5866395055114632,-1.0589551143061418,0.0355558775083523,0.5516293293969766,-3.234041331727054,375,2,127
6,0.2,0.05,3,0.1,5,"system, provide, framework, develop, energy",5,0.0155301631047399,0.4711755157072278,-1.550149559024384,0.0355558775083523,0.5516293293969766,-3.234041331727054,375,1,21
8,0.2,0.05,3,0.1,5,"fsi, iga, paper, rkpm, part",5,-0.0596278023466081,0.5436168050851443,-1.791831643461449,0.0355558775083523,0.5516293293969766,-3.234041331727054,375,2,4
9,0.2,0.05,3,0.1,5,"model, crack, fracture, field, phase",5,0.1242194173314207,0.6984364715352662,-1.5998471024152372,0.0355558775083523,0.5516293293969766,-3.234041331727054,375,2,18
10,0.2,0.05,3,0.1,5,"deformable, search, virtual, instability, error",5,-0.3866391663712645,0.2295339465315649,-8.81392593853276,0.0355558775083523,0.5516293293969766,-3.234041331727054,375,1,33
13,0.2,0.05,3,0.1,5,"powder, laser, melt, process, layer",5,0.3032345190916891,0.726587031981268,-0.9971886758121078,0.0355558775083523,0.5516293293969766,-3.234041331727054,375,2,10
20,0.2,0.05,3,0.1,5,"outofplane, shell, midsurface, also, location",5,0.0944255023171121,0.3871077359016222,-1.809268854260424,0.0355558775083523,0.5516293293969766,-3.234041331727054,375,1,11
43,0.2,0.05,3,0.1,5,"composite, fiber, failure, distribution, volume",5,0.1761862734198249,0.6609534503037157,-1.699253489673885,0.0355558775083523,0.5516293293969766,-3.234041331727054,375,2,15
