node_id,alpha,eta,gamma,depth,layer,document_count,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,iteration
0,0.2,0.05,0.05,3,0,970,5,"model, method, use, propose, numerical",5,0.005133950278135126,0.5174253898850809,-0.57009880163444,170
6938,0.2,0.05,0.05,3,1,13,5,"technique, rve, et, appl, al",5,0.20770834608362532,0.6157887724323915,-2.3903173314984345,170
7940,0.2,0.05,0.05,3,2,8,5,"crystal, orientation, polycrystalline, identification, scheme",5,-0.10484640404280617,0.4180539919764172,-6.221192300792259,170
1,0.2,0.05,0.05,3,1,365,5,"element, method, formulation, numerical, finite",5,0.10670900652163329,0.6255908313136407,-0.6251621705338494,170
2551,0.2,0.05,0.05,3,2,6,5,"method, transformation, scheme, convolution, inverse",5,0.03836429383188222,0.5028020516407674,-2.95889513540906,170
15735,0.2,0.05,0.05,3,2,7,5,"wave, acoustic, frequency, domain, experiment",5,0.17301492337501712,0.6013597758454458,-1.696443765471156,170
22637,0.2,0.05,0.05,3,2,6,5,"contact, force, body, nodal, algorithm",5,-0.05068848299965386,0.6043120544531365,-2.0631026952527733,170
6385,0.2,0.05,0.05,3,1,8,5,"particle, filler, rigid, composite, polymer",5,0.21691880731279226,0.6702953722151378,-2.147134514108912,170
7,0.2,0.05,0.05,3,1,12,5,"flow, st, shell, element, displacement",5,-0.10414645018478426,0.31321004289746474,-3.90239434870258,170
3365,0.2,0.05,0.05,3,2,8,5,"model, peridynamic, continuum, method, crack",5,-0.043385652602796664,0.656564267289051,-1.509030136016006,170
708,0.2,0.05,0.05,3,2,7,5,"predict, additive, manufacturing, process, part",5,0.3140228162013693,0.7400788989107789,-1.179497020913028,170
10475,0.2,0.05,0.05,3,2,12,5,"use, pgd, model, reduction, problem",5,0.06171234039377578,0.541245851488038,-1.455136116375418,170
2182,0.2,0.05,0.05,3,1,10,5,"reduce, basis, field, reduction, application",5,-0.030722749389734415,0.42221790943922066,-1.9397694671197698,170
11525,0.2,0.05,0.05,3,1,15,5,"interaction, peridynamics, pd, statebased, two",5,0.18619221751152107,0.631714035013445,-1.8245888938164136,170
6355,0.2,0.05,0.05,3,1,9,5,"residual, process, inherent, part, component",5,0.06975257797865311,0.4240626899506908,-2.038913888907158,170
3876,0.2,0.05,0.05,3,1,16,5,"process, material, manufacturing, additive, due",5,0.2282513551911835,0.627274981962959,-1.7441376701458462,170
13963,0.2,0.05,0.05,3,2,4,5,"tire, computation, polymer, finescale, st",5,-0.3255727353836048,0.34581789356209025,-14.931187895361484,170
9146,0.2,0.05,0.05,3,2,10,5,"error, mesh, scheme, standard, estimation",5,0.04952049347676488,0.41258185682017456,-2.2320493075572,170
288,0.2,0.05,0.05,3,1,13,5,"strategy, computational, snapshot, sample, solve",5,-0.0035104431339546397,0.5180790199827054,-2.1281211405827816,170
6949,0.2,0.05,0.05,3,1,15,5,"microstructural, mechanical, microstructures, deep, inelastic",5,-0.11220753226992017,0.5682351402663581,-2.5801195272251594,170
314,0.2,0.05,0.05,3,1,19,5,"fiber, volume, composite, algorithm, distribution",5,0.10492138833406472,0.5978333949481246,-1.6975916903073611,170
