iteration,leaf_node_id,document_count,documents_in_path,path_created_this_iteration,layer_0_node_id,layer_1_node_id,layer_2_node_id
0,2,10,"[89, 105, 121, 161, 167, 595, 784, 792, 880, 919]",False,0,1,2
0,127,9,"[391, 404, 542, 549, 708, 717, 756, 787, 886]",False,0,9,127
0,168,5,"[104, 629, 768, 951, 965]",False,0,160,168
0,262,8,"[65, 428, 535, 562, 614, 621, 734, 790]",False,0,1,262
0,311,6,"[636, 644, 647, 648, 719, 744]",False,0,1,311
0,630,3,"[415, 516, 637]",False,0,312,630
0,708,9,"[11, 237, 321, 331, 372, 392, 401, 450, 801]",False,0,114,708
0,855,9,"[84, 199, 288, 301, 555, 584, 712, 761, 931]",False,0,1,855
0,908,7,"[201, 227, 330, 422, 651, 718, 812]",False,0,1,908
0,1147,10,"[140, 342, 381, 387, 491, 501, 657, 693, 827, 908]",False,0,1,1147
0,1259,6,"[95, 115, 159, 504, 541, 684]",False,0,1,1259
0,1285,9,"[86, 218, 245, 259, 357, 418, 635, 654, 755]",False,0,1,1285
0,1414,6,"[52, 394, 583, 806, 834, 891]",False,0,1,1414
0,1561,11,"[47, 272, 289, 295, 296, 554, 557, 624, 664, 678, 923]",False,0,1,1561
0,1767,15,"[207, 229, 252, 275, 278, 297, 327, 348, 416, 420, 463, 469, 511, 662, 947]",False,0,1,1767
0,1780,5,"[124, 248, 261, 904, 909]",False,0,1,1780
0,2183,7,"[14, 18, 146, 423, 440, 949, 954]",False,0,2182,2183
0,2223,7,"[39, 189, 251, 355, 488, 508, 567]",False,0,1551,2223
0,2280,6,"[26, 102, 320, 663, 794, 817]",False,0,1,2280
0,2551,5,"[5, 233, 285, 306, 438]",False,0,1,2551
0,2899,4,"[311, 335, 482, 634]",False,0,1,2899
0,3244,4,"[700, 745, 760, 853]",False,0,1843,3244
0,3300,4,"[135, 165, 492, 791]",False,0,1,3300
0,3365,6,"[10, 56, 90, 197, 749, 905]",False,0,7,3365
0,3374,2,"[515, 833]",False,0,1,3374
0,3513,13,"[44, 154, 298, 383, 425, 429, 539, 556, 570, 655, 697, 739, 782]",False,0,1,3513
0,3748,9,"[24, 43, 118, 364, 493, 628, 820, 884, 932]",False,0,288,3748
0,4527,5,"[196, 310, 410, 486, 859]",False,0,1,4527
0,4563,7,"[174, 258, 586, 847, 858, 910, 958]",False,0,1,4563
0,5904,7,"[32, 66, 83, 100, 157, 254, 397]",False,0,1,5904
