node_id,eta,gamma,depth,alpha,layer,document_count,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,iteration
0,0.02,0.05,3,0.1,0,970,5,"model, method, use, propose, element",5,0.013885924146951547,0.48573015805465874,-0.5922496992669217,155
1,0.02,0.05,3,0.1,1,356,5,"element, method, formulation, numerical, function",5,-0.009433186782300818,0.5085945714228589,-0.9832466648966814,155
2,0.02,0.05,3,0.1,2,53,5,"scheme, error, mesh, method, solution",5,0.002279662062489168,0.4351881391939437,-1.1134364239811343,155
3624,0.02,0.05,3,0.1,2,4,5,"mass, matrix, order, formulation, superconvergent",5,0.18648334904158045,0.6471175119178113,-2.1469842542441713,155
126,0.02,0.05,3,0.1,1,21,5,"twin, phasefield, focus, propagation, fracture",5,0.10379542101938093,0.728124944740381,-1.3117962782862285,155
65,0.02,0.05,3,0.1,2,9,5,"matrix, system, method, bem, linear",5,-0.008384455999964844,0.6077662936211559,-1.9898042291080713,155
1431,0.02,0.05,3,0.1,2,7,5,"contact, mortar, beam, formulation, mesh",5,0.02471719414035753,0.42224563170466034,-1.6198160484051491,155
3153,0.02,0.05,3,0.1,1,11,5,"challenge, yet, effectiveness, tackle, joint",5,-0.42099266746914593,0.4109382188992968,-6.978390160043398,155
130,0.02,0.05,3,0.1,1,18,5,"manufacturing, process, additive, simulation, phase",5,0.20255832008473057,0.7208072456863756,-1.146892030764074,155
1719,0.02,0.05,3,0.1,2,4,5,"element, mode, modal, displacement, static",5,0.12149674860969936,0.6541441875080931,-2.145271334252566,155
3274,0.02,0.05,3,0.1,2,12,5,"macroscopic, scale, microscopic, twoscale, fe",5,0.1563771722644013,0.8717550573339352,-1.5781354362453475,155
141,0.02,0.05,3,0.1,1,9,5,"material, provide, process, rapid, difficult",5,-0.027358111282057583,0.47619182257302217,-2.762299835418541,155
2901,0.02,0.05,3,0.1,2,5,5,"fluid, fracture, medium, principle, pressure",5,-0.012863803947010432,0.4074224406993606,-2.484773269744456,155
1038,0.02,0.05,3,0.1,2,9,5,"crack, damage, model, failure, multiscale",5,0.08424950808440884,0.6030436839287999,-1.6957840662761572,155
2136,0.02,0.05,3,0.1,2,15,5,"microstructure, material, stochastic, random, macroscopic",5,0.13248434343852444,0.7028425521908169,-1.8038574491848487,155
298,0.02,0.05,3,0.1,1,22,5,"model, mechanical, microstructural, microstructures, microstructure",5,0.019169722871274844,0.7063558169977754,-2.196414875031576,155
785,0.02,0.05,3,0.1,2,7,5,"fracture, damage, strain, specimen, alloy",5,0.03943073588648728,0.7016536654321983,-2.5768281384530156,155
1890,0.02,0.05,3,0.1,2,7,5,"interface, tire, cohesive, field, mesh",5,-0.10357430427790819,0.5252506674948474,-1.890812047106299,155
119,0.02,0.05,3,0.1,2,2,5,"fractional, diffusion, equation, oscillation, enrich",5,0.262841062841239,0.7227772257841997,-2.24268502385367,155
744,0.02,0.05,3,0.1,2,3,5,"identification, structural, response, input, modal",5,0.1321502259181861,0.6060187423483343,-2.4127600401847364,155
81,0.02,0.05,3,0.1,1,23,5,"covid, model, new, number, dynamic",5,0.06055352460836392,0.5283119135237826,-1.4824999798294436,155
244,0.02,0.05,3,0.1,2,7,5,"homogenization, fe, composite, variational, micro",5,0.10449389105848043,0.656897494101002,-2.433213352544756,155
1962,0.02,0.05,3,0.1,1,12,5,"fluid, wing, motion, water, dynamic",5,0.057158829000998265,0.5900704433824121,-3.7769044843645667,155
2903,0.02,0.05,3,0.1,2,16,5,"crack, fracture, shell, element, mesh",5,0.01738552259355185,0.4060591133304031,-1.351135702486236,155
295,0.02,0.05,3,0.1,2,5,5,"mesh, element, cisamr, conform, structure",5,0.1814717704443944,0.6398419673028262,-1.8864459880146587,155
3793,0.02,0.05,3,0.1,2,6,5,"cluster, reduce, efficient, effective, matrix",5,0.05916415629694455,0.606173287934191,-1.6518398679759358,155
53,0.02,0.05,3,0.1,1,15,5,"structural, temperature, condition, interval, natural",5,0.09870899478643776,0.364729067984871,-3.007508622281266,155
501,0.02,0.05,3,0.1,2,16,5,"model, crack, pd, peridynamic, nonlocal",5,0.10712865727458527,0.8286121631405916,-2.462620035329843,155
1233,0.02,0.05,3,0.1,2,4,5,"equivalent, boundary, system, mixed, computation",5,-0.1670725720617844,0.2903364287499963,-4.67340796089266,155
2037,0.02,0.05,3,0.1,2,6,5,"stabilizer, strain, stress, elastic, anisotropic",5,-0.09725958590728637,0.4275869670508542,-7.374014685098371,155
140,0.02,0.05,3,0.1,2,13,5,"residual, predict, stress, part, laser",5,0.18267539473199412,0.7025006473182506,-1.8258024341123096,155
6,0.02,0.05,3,0.1,1,14,5,"flow, method, computation, discretization, st",5,0.17301847872132553,0.7122370122771681,-1.7389457458652509,155
447,0.02,0.05,3,0.1,2,10,5,"beam, shear, theory, deformation, stiffness",5,0.11842573843900324,0.5880253459936287,-1.6030892165988457,155
2500,0.02,0.05,3,0.1,2,10,5,"element, problem, virtual, vem, strain",5,0.1209169892740533,0.5580709770967263,-2.309159237291219,155
2732,0.02,0.05,3,0.1,1,9,5,"composite, failure, fiber, fibre, loading",5,-0.010079811917993337,0.6519554560463627,-4.3805981063618855,155
1257,0.02,0.05,3,0.1,1,11,5,"particle, process, fluid, interface, biofilm",5,0.10528393471928585,0.6110428754158257,-2.797172681113578,155
3768,0.02,0.05,3,0.1,2,7,5,"boundary, condition, tire, computation, lattice",5,0.053636596611716506,0.4263588095834769,-4.793001476619372,155
4880,0.02,0.05,3,0.1,1,13,5,"system, energy, framework, provide, multiple",5,0.006748855389272372,0.46403138129675847,-2.0014629695552513,155
61,0.02,0.05,3,0.1,1,8,5,"network, neural, nonlinear, computation, rve",5,0.1241933433569901,0.5031616704266958,-2.0093882935062086,155
335,0.02,0.05,3,0.1,1,6,5,"polymer, deformation, behavior, constitutive, undergo",5,0.16415362173847675,0.7492694642564335,-1.8422994933036836,155
445,0.02,0.05,3,0.1,2,6,5,"datadriven, data, material, constitutive, manifold",5,0.1669436015421759,0.619195052819231,-1.8376954387310516,155
1382,0.02,0.05,3,0.1,1,18,5,"shell, element, thickness, direction, strain",5,0.09801406449231222,0.7028488893737782,-1.5706559264898385,155
3333,0.02,0.05,3,0.1,2,6,5,"fiber, volume, distribution, algorithm, composite",5,0.1049213883340647,0.5978333949481245,-1.678266323169547,155
399,0.02,0.05,3,0.1,1,4,5,"science, predict, relationship, sample, learn",5,0.1495093500077019,0.6710234125452543,-2.1539108067943866,155
3444,0.02,0.05,3,0.1,2,4,5,"shell, outofplane, midsurface, surface, traction",5,0.14378821520962742,0.6476063816264235,-1.9249554616975473,155
63,0.02,0.05,3,0.1,2,6,5,"contact, body, formulation, interaction, present",5,0.08046012361048605,0.5155345048207696,-1.1196462419099362,155
902,0.02,0.05,3,0.1,1,15,5,"couple, fully, macroscopic, scheme, compact",5,-0.03982048813778873,0.4778213338248472,-4.862722995024287,155
1383,0.02,0.05,3,0.1,2,3,5,"crystal, orientation, polycrystalline, spectral, microstructure",5,-0.07506400183443414,0.6901402800562396,-2.052838191032877,155
231,0.02,0.05,3,0.1,2,16,5,"contact, friction, interface, formulation, frictional",5,0.16188627338902212,0.6041178172330185,-1.6444255543528292,155
2071,0.02,0.05,3,0.1,1,20,5,"material, rubber, process, change, step",5,0.11704225516497839,0.5134490921904338,-2.1197910134729963,155
36,0.02,0.05,3,0.1,1,9,5,"equation, diffusion, stress, growth, flow",5,0.057354770934875586,0.6275487694828349,-2.2503715625815808,155
1138,0.02,0.05,3,0.1,1,7,5,"process, manufacturing, additive, deposition, model",5,0.3192808642335639,0.7854710215877884,-1.2347849570704459,155
1760,0.02,0.05,3,0.1,2,7,5,"network, prediction, learn, microscale, design",5,0.05437939983534236,0.49147992051594924,-1.9437983740576161,155
4799,0.02,0.05,3,0.1,1,2,5,"fracture, material, method, macroscopic, extract",5,-0.11107858518756093,0.40815394886106116,-4.546890884692577,155
2466,0.02,0.05,3,0.1,2,5,5,"crack, phasefield, fracture, length, scale",5,0.18149711569470323,0.7324846250532812,-1.4864271445568824,155
500,0.02,0.05,3,0.1,2,4,5,"flow, formulation, turbulent, compressible, move",5,0.1973520618310412,0.5259087879548663,-2.502864757715014,155
2232,0.02,0.05,3,0.1,2,6,5,"model, covid, system, differential, population",5,0.14511876831479603,0.7282217913283443,-2.6448512016982724,155
859,0.02,0.05,3,0.1,1,12,5,"model, crack, anisotropic, cohesive, interface",5,0.0649227227236409,0.5337118015279546,-2.241729068396887,155
4586,0.02,0.05,3,0.1,2,4,5,"data, structure, model, shell, cubic",5,-0.03058780598318838,0.43962842402040925,-2.4657112039936186,155
2066,0.02,0.05,3,0.1,1,14,5,"et, appl, mech, al, comput",5,0.7822820698560795,0.9937045734074467,-0.34471761959115765,155
