node_id,eta,gamma,depth,alpha,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,global_npmi,global_c_v,global_u_mass,iteration,layer,document_count
0,0.01,0.05,3,0.1,5,"model, method, use, propose, numerical",5,0.0051339502781351,0.5174253898850809,-0.57009880163444,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,0,970
1,0.01,0.05,3,0.1,5,"element, formulation, method, function, finite",5,0.1020301376098469,0.5830484502823048,-0.8277289064789155,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,1,364
2,0.01,0.05,3,0.1,5,"solution, algorithm, time, method, problem",5,0.0169945186361054,0.4756574173760099,-0.7988816938000888,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,47
3624,0.01,0.05,3,0.1,5,"mass, order, matrix, superconvergent, high",5,0.2455194673497271,0.7263320224392744,-2.004541728624897,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,2
126,0.01,0.05,3,0.1,5,"al, account, et, appl, mech",5,0.3470091573231291,0.7754628432432918,-1.2981565943314162,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,1,15
65,0.01,0.05,3,0.1,5,"matrix, system, bem, linear, method",5,-0.0083844559999648,0.6077662936211559,-1.3933983542569934,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,10
1431,0.01,0.05,3,0.1,5,"contact, mesh, mortar, body, isogeometric",5,0.0073802476440306,0.5073497350872211,-2.3448689153844606,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,8
3153,0.01,0.05,3,0.1,5,"plastic, strain, decomposition, flow, part",5,0.0909249519029686,0.4006686918102923,-2.084253816236252,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,1,5
130,0.01,0.05,3,0.1,5,"process, residual, manufacturing, stress, additive",5,0.2845869183611537,0.7949241514177806,-1.6413409357312942,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,1,23
3274,0.01,0.05,3,0.1,5,"macroscopic, scale, microscopic, homogenization, rve",5,0.2214117203995898,0.8720656440974492,-1.491463841642446,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,9
141,0.01,0.05,3,0.1,5,"material, design, tool, release, thermal",5,-0.0138112615052287,0.5787812491225063,-2.9501600303020434,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,1,10
1038,0.01,0.05,3,0.1,5,"crack, damage, multiscale, failure, track",5,0.1265505836218369,0.4886377222202746,-2.3323719563223064,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,9
1117,0.01,0.05,3,0.1,5,"approximation, plate, kernel, finescale, variational",5,0.0824803064836912,0.6245998177775652,-2.3091740304982817,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,4
2136,0.01,0.05,3,0.1,5,"material, microstructure, stochastic, random, macroscopic",5,0.1324843434385244,0.7028425521908169,-1.9705691515869264,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,9
298,0.01,0.05,3,0.1,5,"mechanical, model, phase, region, stress",5,0.0187827598839184,0.5421207016087685,-2.0139623003240024,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,1,14
785,0.01,0.05,3,0.1,5,"microstructural, reconstruct, image, microstructure, dirichlet",5,-0.1756237642604486,0.535618866320671,-2.260953638065369,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,2
744,0.01,0.05,3,0.1,5,"identification, structural, input, signal, adopt",5,0.2111441339483053,0.6602279288692541,-2.157268805969786,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,2
81,0.01,0.05,3,0.1,5,"covid, number, model, new, pandemic",5,0.1597573453145058,0.659473281363504,-1.7665140365283782,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,1,13
244,0.01,0.05,3,0.1,5,"composite, stress, multiscale, structural, concurrent",5,0.0058025889515057,0.5192185100077167,-2.651497365814776,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,5
1962,0.01,0.05,3,0.1,5,"fluid, motion, force, wing, granular",5,0.0009684496162159,0.5093065119524842,-4.992859036062382,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,1,8
2903,0.01,0.05,3,0.1,5,"crack, element, shell, mesh, xfem",5,0.0733759041154752,0.435926126222974,-2.301735944876768,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,16
295,0.01,0.05,3,0.1,5,"mesh, conform, cisamr, structure, element",5,0.1814717704443944,0.6398419673028262,-1.2043573774044138,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,11
3793,0.01,0.05,3,0.1,5,"cluster, analysis, matrix, reduce, minimum",5,0.0848388633470063,0.6486267503092449,-2.04555522671635,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,4
53,0.01,0.05,3,0.1,5,"data, network, prediction, learn, database",5,0.2343298483386214,0.8852908077464164,-1.990472014424572,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,1,23
501,0.01,0.05,3,0.1,5,"model, pd, peridynamic, crack, continuum",5,0.0560322597269658,0.7875951074605367,-2.02843266948848,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,16
1075,0.01,0.05,3,0.1,5,"localize, across, mechanistic, surround, undergo",5,-0.2036219570364205,0.3481432829530249,-6.733424859322605,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,1,5
1233,0.01,0.05,3,0.1,5,"fiber, boundary, direction, mixed, fix",5,-0.0881627236983876,0.32919440823578,-2.651442826064064,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,3
2037,0.01,0.05,3,0.1,5,"strain, tensor, elastic, anisotropic, yield",5,0.1370416383253642,0.6635352679365883,-1.9405738266533603,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,8
806,0.01,0.05,3,0.1,5,"fracture, crack, field, phase, phasefield",5,0.1736669010693944,0.7354900838903387,-1.5136377650046315,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,1,20
140,0.01,0.05,3,0.1,5,"grain, laser, formation, crystal, plastic",5,0.1727987978651277,0.7850381506034726,-1.7054777069464706,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,5
6,0.01,0.05,3,0.1,5,"method, flow, mesh, computation, isogeometric",5,0.0706455140636652,0.6990976454368081,-1.7620337663360714,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,1,12
447,0.01,0.05,3,0.1,5,"beam, theory, shear, element, kinematics",5,0.1005236573845217,0.5291792007838392,-1.693356202181531,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,12
2500,0.01,0.05,3,0.1,5,"problem, element, virtual, strain, elasticity",5,0.0701240890740078,0.540411878875586,-2.0242640769575635,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,6
2732,0.01,0.05,3,0.1,5,"model, fiber, failure, composite, fe",5,0.0302861476973559,0.664433370477371,-2.225834326521993,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,1,11
3768,0.01,0.05,3,0.1,5,"boundary, condition, lattice, kernel, simulation",5,0.0804205431543198,0.5658192454786165,-2.0425646024287865,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,4
2817,0.01,0.05,3,0.1,5,"system, scheme, mesh, computational, st",5,-0.0209571482271946,0.4140166044004006,-2.3735722777847084,0.0601169209414496,0.5578680740483839,-2.674925637122094,195,2,6
