iteration,document_id,leaf_node_id,path_created_this_iteration
0,0,13173,False
0,1,12727,False
0,2,5662,False
0,3,13529,False
0,4,14276,False
0,5,11203,False
0,6,13123,False
0,7,1431,False
0,8,11687,False
0,9,5884,False
0,10,13718,False
0,11,14591,False
0,12,13735,False
0,13,14705,False
0,14,11530,False
0,15,14684,False
0,16,11292,False
0,17,10339,False
0,18,14706,False
0,19,5098,False
0,20,13344,False
0,21,13173,False
0,22,14667,False
0,23,8855,False
0,24,3805,False
0,25,14667,False
0,26,14501,False
0,27,14278,False
0,28,2136,False
0,29,13123,False
0,30,13528,False
0,31,2136,False
0,32,295,False
0,33,14558,False
0,34,13344,False
0,35,13727,False
0,36,785,False
0,37,13256,False
0,38,119,False
0,39,744,False
0,40,6783,False
0,41,11507,False
0,42,14519,False
0,43,3805,False
0,44,14066,False
0,45,14665,False
0,46,14140,False
0,47,14608,False
0,48,14412,False
0,49,295,False
0,50,3793,False
0,51,1587,False
0,52,10111,False
0,53,14588,False
0,54,14520,False
0,55,14606,False
0,56,501,False
0,57,2136,False
0,58,13173,False
0,59,14589,False
0,60,14513,False
0,61,14429,False
0,62,8052,False
0,63,13189,False
0,64,2037,False
0,65,7756,False
0,66,295,False
0,67,8855,False
0,68,14515,False
0,69,1117,False
0,70,14644,False
0,71,6783,False
0,72,13252,False
0,73,14708,False
0,74,2,False
0,75,14040,False
0,76,10831,False
0,77,140,False
0,78,2136,False
0,79,14660,False
0,80,500,False
0,81,13389,False
0,82,14146,False
0,83,5616,False
0,84,447,False
0,85,14184,False
0,86,13069,False
0,87,14565,False
0,88,5098,False
0,89,1233,False
0,90,501,False
0,91,14709,False
0,92,2500,False
0,93,13663,False
0,94,14558,False
0,95,5951,False
0,96,65,False
0,97,14707,False
0,98,1038,False
0,99,13138,False
0,100,1038,False
0,101,14066,False
0,102,14523,False
0,103,14412,False
0,104,5884,False
0,105,5657,False
0,106,12304,False
0,107,1431,False
0,108,14699,False
0,109,14689,False
0,110,13757,False
0,111,8803,False
0,112,10556,False
0,113,13500,False
0,114,12650,False
0,115,13252,False
0,116,13123,False
0,117,14120,False
0,118,3805,False
0,119,14608,False
0,120,14253,False
0,121,14710,False
0,122,5884,False
0,123,65,False
0,124,13252,False
0,125,14350,False
0,126,2817,False
0,127,13718,False
0,128,11687,False
0,129,14711,False
0,130,5098,False
0,131,14665,False
0,132,12650,False
0,133,785,False
0,134,2136,False
0,135,2037,False
0,136,11147,False
0,137,14660,False
0,138,14420,False
0,139,11511,False
0,140,13256,False
0,141,13296,False
0,142,2500,False
0,143,3931,False
0,144,785,False
0,145,12376,False
0,146,6642,False
0,147,3768,False
0,148,14712,False
0,149,6783,False
0,150,12727,False
0,151,3931,False
0,152,12349,False
0,153,3805,False
0,154,1719,False
0,155,10864,False
0,156,189,False
0,157,295,False
0,158,12304,False
0,159,13252,False
0,160,3333,False
0,161,1038,False
0,162,11147,False
0,163,10345,False
0,164,14392,False
0,165,13296,False
0,166,119,False
0,167,1233,False
0,168,14660,False
0,169,14245,False
0,170,65,False
0,171,14522,False
0,172,14516,False
0,173,14588,False
0,174,447,False
0,175,2466,False
0,176,14713,False
0,177,14702,False
0,178,500,False
0,179,11203,False
0,180,7852,False
0,181,8052,False
0,182,14190,False
0,183,14599,False
0,184,14336,False
0,185,12650,False
0,186,2500,False
0,187,14146,False
0,188,14134,False
0,189,744,False
0,190,13759,False
0,191,10556,False
0,192,14708,False
0,193,14368,False
0,194,3333,False
0,195,8803,False
0,196,5616,False
0,197,501,False
0,198,13173,False
0,199,447,False
0,200,5616,False
0,201,11147,False
0,202,11203,False
0,203,14599,False
0,204,14714,False
0,205,2903,False
0,206,11147,False
0,207,2,False
0,208,14660,False
0,209,2500,False
0,210,13528,False
0,211,14693,False
0,212,5884,False
0,213,65,False
0,214,14420,False
0,215,3768,False
0,216,11530,False
0,217,63,False
0,218,13598,False
0,219,2037,False
0,220,13189,False
0,221,12466,False
0,222,12650,False
0,223,14624,False
0,224,1587,False
0,225,14519,False
0,226,10785,False
0,227,1117,False
0,228,2037,False
0,229,2,False
0,230,14715,False
0,231,3805,False
0,232,14716,False
0,233,2,False
0,234,14578,False
0,235,13735,False
0,236,14622,False
0,237,140,False
0,238,14636,False
0,239,10864,False
0,240,13718,False
0,241,14658,False
0,242,8803,False
0,243,12544,False
0,244,13511,False
0,245,13598,False
0,246,11530,False
0,247,1038,False
0,248,9252,False
0,249,14717,False
0,250,14608,False
0,251,14134,False
0,252,231,False
0,253,13718,False
0,254,295,False
0,255,14718,False
0,256,2136,False
0,257,14523,False
0,258,447,False
0,259,6642,False
0,260,13256,False
0,261,14719,False
0,262,13529,False
0,263,10864,False
0,264,10345,False
0,265,10339,False
0,266,14527,False
0,267,5951,False
0,268,14720,False
0,269,13256,False
0,270,14682,False
0,271,3793,False
0,272,2903,False
0,273,13511,False
0,274,13528,False
0,275,13389,False
0,276,10831,False
0,277,14524,False
0,278,231,False
0,279,189,False
0,280,14136,False
0,281,14721,False
0,282,3768,False
0,283,14190,False
0,284,785,False
0,285,11203,False
0,286,3768,False
0,287,11530,False
0,288,14059,False
0,289,2903,False
0,290,8803,False
0,291,1117,False
0,292,2500,False
0,293,14120,False
0,294,14591,False
0,295,14606,False
0,296,13759,False
0,297,2136,False
0,298,2500,False
0,299,2136,False
0,300,11507,False
0,301,1117,False
0,302,2,False
0,303,3937,False
0,304,13256,False
0,305,8803,False
0,306,2,False
0,307,5657,False
0,308,14615,False
0,309,11292,False
0,310,3793,False
0,311,13727,False
0,312,744,False
0,313,13785,False
0,314,14578,False
0,315,5657,False
0,316,14660,False
0,317,785,False
0,318,14722,False
0,319,14192,False
0,320,119,False
0,321,14278,False
0,322,14723,False
0,323,2500,False
0,324,11687,False
0,325,140,False
0,326,14335,False
0,327,231,False
0,328,14136,False
0,329,14680,False
0,330,1117,False
0,331,140,False
0,332,8803,False
0,333,14204,False
0,334,785,False
0,335,10601,False
0,336,13173,False
0,337,13718,False
0,338,14724,False
0,339,5884,False
0,340,9875,False
0,341,10601,False
0,342,63,False
0,343,14120,False
0,344,14725,False
0,345,11530,False
0,346,12650,False
0,347,14276,False
0,348,231,False
0,349,10785,False
0,350,3768,False
0,351,140,False
0,352,2136,False
0,353,5098,False
0,354,501,False
0,355,13722,False
0,356,14627,False
0,357,10831,False
0,358,7852,False
0,359,14554,False
0,360,14204,False
0,361,3793,False
0,362,12072,False
0,363,13785,False
0,364,3805,False
0,365,12966,False
0,366,13528,False
0,367,14278,False
0,368,14615,False
0,369,14447,False
0,370,14447,False
0,371,11292,False
0,372,14637,False
0,373,14204,False
0,374,13069,False
0,375,1760,False
0,376,10601,False
0,377,13173,False
0,378,12650,False
0,379,13757,False
0,380,5662,False
0,381,1431,False
0,382,5098,False
0,383,2817,False
0,384,14204,False
0,385,14700,False
0,386,2136,False
0,387,13256,False
0,388,8052,False
0,389,14059,False
0,390,13727,False
0,391,12072,False
0,392,14637,False
0,393,6642,False
0,394,10111,False
0,395,14412,False
0,396,14709,False
0,397,295,False
0,398,13406,False
0,399,14606,False
0,400,14350,False
0,401,10785,False
0,402,1760,False
0,403,2136,False
0,404,14565,False
0,405,14726,False
0,406,14721,False
0,407,1038,False
0,408,3937,False
0,409,1760,False
0,410,3793,False
0,411,2500,False
0,412,65,False
0,413,13123,False
0,414,13598,False
0,415,1587,False
0,416,231,False
0,417,13189,False
0,418,13069,False
0,419,13302,False
0,420,231,False
0,421,2136,False
0,422,14539,False
0,423,6642,False
0,424,14136,False
0,425,2817,False
0,426,14453,False
0,427,14519,False
0,428,14587,False
0,429,2817,False
0,430,13696,False
0,431,14359,False
0,432,3333,False
0,433,785,False
0,434,14129,False
0,435,14719,False
0,436,1760,False
0,437,2466,False
0,438,13727,False
0,439,14377,False
0,440,6642,False
0,441,1760,False
0,442,2817,False
0,443,14578,False
0,444,63,False
0,445,11203,False
0,446,14692,False
0,447,14335,False
0,448,14350,False
0,449,63,False
0,450,13173,False
0,451,11687,False
0,452,13256,False
0,453,5098,False
0,454,500,False
0,455,14190,False
0,456,2500,False
0,457,2500,False
0,458,14336,False
0,459,14727,False
0,460,14140,False
0,461,5951,False
0,462,744,False
0,463,2,False
0,464,14622,False
0,465,6486,False
0,466,14520,False
0,467,13696,False
0,468,14719,False
0,469,231,False
0,470,14728,False
0,471,13785,False
0,472,10864,False
0,473,14187,False
0,474,14245,False
0,475,1431,False
0,476,14695,False
0,477,2903,False
0,478,14490,False
0,479,14729,False
0,480,501,False
0,481,14134,False
0,482,14390,False
0,483,2136,False
0,484,10785,False
0,485,14730,False
0,486,3793,False
0,487,11292,False
0,488,13722,False
0,489,8803,False
0,490,660,False
0,491,1431,False
0,492,13296,False
0,493,3805,False
0,494,11292,False
0,495,14129,False
0,496,14680,False
0,497,14350,False
0,498,12349,False
0,499,14731,False
0,500,2136,False
0,501,63,False
0,502,10339,False
0,503,14732,False
0,504,13252,False
0,505,14340,False
0,506,12544,False
0,507,14359,False
0,508,14335,False
0,509,189,False
0,510,14528,False
0,511,231,False
0,512,9252,False
0,513,14392,False
0,514,12349,False
0,515,189,False
0,516,14733,False
0,517,14350,False
0,518,11292,False
0,519,3937,False
0,520,2903,False
0,521,65,False
0,522,14695,False
0,523,9875,False
0,524,14146,False
0,525,3333,False
0,526,3768,False
0,527,3931,False
0,528,2,False
0,529,574,False
0,530,14146,False
0,531,14578,False
0,532,10864,False
0,533,11292,False
0,534,14734,False
0,535,7756,False
0,536,13722,False
0,537,14587,False
0,538,12349,False
0,539,1719,False
0,540,14690,False
0,541,5951,False
0,542,13757,False
0,543,14490,False
0,544,11511,False
0,545,9516,False
0,546,10339,False
0,547,10864,False
0,548,14606,False
0,549,13722,False
0,550,6783,False
0,551,14453,False
0,552,501,False
0,553,14336,False
0,554,13511,False
0,555,447,False
0,556,14677,False
0,557,13511,False
0,558,14721,False
0,559,14624,False
0,560,2,False
0,561,14622,False
0,562,7756,False
0,563,13189,False
0,564,14429,False
0,565,14735,False
0,566,13389,False
0,567,140,False
0,568,14192,False
0,569,12376,False
0,570,14683,False
0,571,5662,False
0,572,5657,False
0,573,14684,False
0,574,13727,False
0,575,14368,False
0,576,13500,False
0,577,14736,False
0,578,13663,False
0,579,2500,False
0,580,14678,False
0,581,14737,False
0,582,2037,False
0,583,65,False
0,584,2817,False
0,585,13783,False
0,586,447,False
0,587,5098,False
0,588,9516,False
0,589,6783,False
0,590,14606,False
0,591,14591,False
0,592,13757,False
0,593,189,False
0,594,13511,False
0,595,1038,False
0,596,11511,False
0,597,13598,False
0,598,14447,False
0,599,140,False
0,600,2136,False
0,601,10345,False
0,602,574,False
0,603,13173,False
0,604,14738,False
0,605,13123,False
0,606,14558,False
0,607,119,False
0,608,11530,False
0,609,12376,False
0,610,14539,False
0,611,14140,False
0,612,10345,False
0,613,660,False
0,614,12349,False
0,615,14350,False
0,616,13696,False
0,617,13389,False
0,618,14245,False
0,619,11511,False
0,620,14725,False
0,621,7756,False
0,622,2466,False
0,623,12544,False
0,624,2903,False
0,625,13123,False
0,626,785,False
0,627,14739,False
0,628,3805,False
0,629,14707,False
0,630,14715,False
0,631,14740,False
0,632,231,False
0,633,119,False
0,634,14390,False
0,635,2903,False
0,636,574,False
0,637,14733,False
0,638,14636,False
0,639,12304,False
0,640,14516,False
0,641,2466,False
0,642,14129,False
0,643,14066,False
0,644,14631,False
0,645,13759,False
0,646,231,False
0,647,14245,False
0,648,13722,False
0,649,119,False
0,650,14731,False
0,651,1117,False
0,652,14644,False
0,653,12727,False
0,654,13598,False
0,655,1719,False
0,656,231,False
0,657,63,False
0,658,3805,False
0,659,14665,False
0,660,13344,False
0,661,14585,False
0,662,231,False
0,663,500,False
0,664,2903,False
0,665,785,False
0,666,2,False
0,667,14731,False
0,668,14618,False
0,669,10601,False
0,670,2903,False
0,671,5884,False
0,672,9252,False
0,673,5098,False
0,674,2466,False
0,675,2466,False
0,676,14719,False
0,677,13663,False
0,678,2903,False
0,679,13138,False
0,680,3333,False
0,681,14695,False
0,682,2136,False
0,683,447,False
0,684,13252,False
0,685,14741,False
0,686,14719,False
0,687,785,False
0,688,13852,False
0,689,189,False
0,690,2500,False
0,691,14742,False
0,692,2817,False
0,693,14578,False
0,694,2037,False
0,695,574,False
0,696,13406,False
0,697,14350,False
0,698,14390,False
0,699,14588,False
0,700,12966,False
0,701,14527,False
0,702,3931,False
0,703,14120,False
0,704,14490,False
0,705,6642,False
0,706,14589,False
0,707,14727,False
0,708,14743,False
0,709,2136,False
0,710,11507,False
0,711,12966,False
0,712,5657,False
0,713,13783,False
0,714,12349,False
0,715,13302,False
0,716,14710,False
0,717,14681,False
0,718,1117,False
0,719,574,False
0,720,12304,False
0,721,13567,False
0,722,13718,False
0,723,13123,False
0,724,11292,False
0,725,14340,False
0,726,14585,False
0,727,3937,False
0,728,14722,False
0,729,14637,False
0,730,3931,False
0,731,14744,False
0,732,3793,False
0,733,5098,False
0,734,14336,False
0,735,14527,False
0,736,13718,False
0,737,14733,False
0,738,500,False
0,739,1719,False
0,740,13069,False
0,741,14693,False
0,742,1719,False
0,743,14501,False
0,744,3805,False
0,745,11511,False
0,746,14727,False
0,747,14720,False
0,748,14429,False
0,749,501,False
0,750,119,False
0,751,2903,False
0,752,119,False
0,753,13696,False
0,754,14491,False
0,755,14491,False
0,756,14681,False
0,757,14192,False
0,758,5098,False
0,759,14713,False
0,760,12966,False
0,761,14059,False
0,762,14727,False
0,763,14683,False
0,764,13252,False
0,765,14355,False
0,766,13256,False
0,767,6783,False
0,768,14707,False
0,769,14359,False
0,770,13722,False
0,771,14513,False
0,772,13663,False
0,773,14368,False
0,774,1760,False
0,775,10556,False
0,776,3937,False
0,777,8855,False
0,778,14557,False
0,779,14599,False
0,780,10339,False
0,781,14729,False
0,782,2817,False
0,783,5098,False
0,784,1038,False
0,785,14745,False
0,786,13173,False
0,787,14340,False
0,788,13173,False
0,789,13069,False
0,790,2037,False
0,791,13296,False
0,792,1038,False
0,793,14677,False
0,794,500,False
0,795,14585,False
0,796,14187,False
0,797,11147,False
0,798,14747,False
0,799,1760,False
0,800,14748,False
0,801,14637,False
0,802,14608,False
0,803,14359,False
0,804,14747,False
0,805,9252,False
0,806,14693,False
0,807,14146,False
0,808,1117,False
0,809,8052,False
0,810,14627,False
0,811,140,False
0,812,1117,False
0,813,785,False
0,814,14695,False
0,815,14692,False
0,816,14554,False
0,817,10864,False
0,818,65,False
0,819,14204,False
0,820,11511,False
0,821,14585,False
0,822,11530,False
0,823,14140,False
0,824,14429,False
0,825,13069,False
0,826,9875,False
0,827,63,False
0,828,14749,False
0,829,13852,False
0,830,140,False
0,831,14377,False
0,832,12544,False
0,833,189,False
0,834,2037,False
0,835,13759,False
0,836,14253,False
0,837,14359,False
0,838,14501,False
0,839,11507,False
0,840,1117,False
0,841,14750,False
0,842,11507,False
0,843,14677,False
0,844,1760,False
0,845,2466,False
0,846,14447,False
0,847,1719,False
0,848,13529,False
0,849,14599,False
0,850,14644,False
0,851,1431,False
0,852,14558,False
0,853,1760,False
0,854,10831,False
0,855,2500,False
0,856,14751,False
0,857,11511,False
0,858,447,False
0,859,3793,False
0,860,14699,False
0,861,447,False
0,862,14732,False
0,863,13735,False
0,864,14615,False
0,865,13500,False
0,866,11507,False
0,867,14709,False
0,868,14368,False
0,869,3805,False
0,870,119,False
0,871,14519,False
0,872,14554,False
0,873,14683,False
0,874,14752,False
0,875,13785,False
0,876,14278,False
0,877,5662,False
0,878,14753,False
0,879,14754,False
0,880,1233,False
0,881,2037,False
0,882,7756,False
0,883,14693,False
0,884,3805,False
0,885,2,False
0,886,14681,False
0,887,660,False
0,888,13722,False
0,889,10339,False
0,890,10831,False
0,891,2,False
0,892,13389,False
0,893,14204,False
0,894,2466,False
0,895,140,False
0,896,3931,False
0,897,1587,False
0,898,13785,False
0,899,14491,False
0,900,14136,False
0,901,5662,False
0,902,14644,False
0,903,14278,False
0,904,14702,False
0,905,501,False
0,906,8803,False
0,907,2136,False
0,908,1431,False
0,909,13189,False
0,910,447,False
0,911,2136,False
0,912,14588,False
0,913,13529,False
0,914,14587,False
0,915,6642,False
0,916,12544,False
0,917,14539,False
0,918,3333,False
0,919,1038,False
0,920,1587,False
0,921,9875,False
0,922,2136,False
0,923,2903,False
0,924,6486,False
0,925,14392,False
0,926,11292,False
0,927,14453,False
0,928,7756,False
0,929,2,False
0,930,11632,False
0,931,447,False
0,932,3805,False
0,933,2903,False
0,934,14705,False
0,935,12544,False
0,936,14522,False
0,937,13189,False
0,938,14524,False
0,939,10864,False
0,940,14636,False
0,941,13069,False
0,942,14204,False
0,943,6486,False
0,944,189,False
0,945,14523,False
0,946,13389,False
0,947,231,False
0,948,500,False
0,949,6642,False
0,950,8052,False
0,951,14707,False
0,952,13696,False
0,953,501,False
0,954,6642,False
0,955,8803,False
0,956,13598,False
0,957,14557,False
0,958,447,False
0,959,11511,False
0,960,13528,False
0,961,14204,False
0,962,13528,False
0,963,1760,False
0,964,10345,False
0,965,5884,False
0,966,13727,False
0,967,14134,False
0,968,12349,False
0,969,14741,False
1,0,13173,False
1,1,12727,False
1,2,1760,False
1,3,13529,False
1,4,14276,False
1,5,11203,False
1,6,13123,False
1,7,1431,False
1,8,14755,True
1,9,5884,False
1,10,14599,False
1,11,14681,False
1,12,13735,False
1,13,13252,False
1,14,11530,False
1,15,14743,False
1,16,14714,False
1,17,10339,False
1,18,14728,False
1,19,5098,False
1,20,14527,False
1,21,13173,False
1,22,14756,True
1,23,8855,False
1,24,3805,False
1,25,13189,False
1,26,14757,True
1,27,14278,False
1,28,2136,False
1,29,13123,False
1,30,13528,False
1,31,2136,False
1,32,295,False
1,33,14558,False
1,34,13344,False
1,35,13727,False
1,36,785,False
1,37,13256,False
1,38,119,False
1,39,744,False
1,40,14712,False
1,41,11507,False
1,42,14519,False
1,43,3805,False
1,44,14066,False
1,45,12966,False
1,46,14140,False
1,47,12466,False
1,48,14412,False
1,49,295,False
1,50,3793,False
1,51,1587,False
1,52,10111,False
1,53,14715,False
1,54,14758,True
1,55,14606,False
1,56,501,False
1,57,2136,False
1,58,13173,False
1,59,13727,False
1,60,14520,False
1,61,14429,False
1,62,8052,False
1,63,13189,False
1,64,2037,False
1,65,7756,False
1,66,295,False
1,67,8855,False
1,68,14501,False
1,69,13529,False
1,70,14644,False
1,71,6783,False
1,72,13252,False
1,73,14708,False
1,74,2,False
1,75,12376,False
1,76,14059,False
1,77,140,False
1,78,2136,False
1,79,14660,False
1,80,500,False
1,81,13389,False
1,82,14146,False
1,83,5616,False
1,84,447,False
1,85,501,False
1,86,13598,False
1,87,14565,False
1,88,5098,False
1,89,1233,False
1,90,501,False
1,91,14618,False
1,92,2500,False
1,93,14187,False
1,94,14558,False
1,95,5951,False
1,96,65,False
1,97,14707,False
1,98,1038,False
1,99,13138,False
1,100,1038,False
1,101,14066,False
1,102,14523,False
1,103,14412,False
1,104,5884,False
1,105,5657,False
1,106,12304,False
1,107,1431,False
1,108,14335,False
