node_id,eta,gamma,depth,alpha,layer,document_count,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,iteration
0,0.1,0.05,3,0.1,0,970,10,"method, model, element, use, numerical, propose, finite, problem, present, formulation",10,0.02714082459492614,0.4819558613800338,-0.7396828347017698,175
1,0.1,0.05,3,0.1,1,498,10,"model, method, use, computational, approach, data, problem, propose, reduce, structure",10,-0.005450755780153708,0.41669549062078326,-1.249851883395873,175
2,0.1,0.05,3,0.1,2,19,10,"contact, surface, mortar, friction, constraint, beam, frictional, formulation, interface, body",10,-0.0034596437350146916,0.36201617143000114,-3.3528069982060047,175
3,0.1,0.05,3,0.1,2,118,10,"material, model, crack, microstructure, composite, response, homogenization, damage, size, property",10,0.05855439580157063,0.5915435383915124,-1.9019473199339887,175
4,0.1,0.05,3,0.1,2,8,10,"sph, particle, smooth, simulation, surface, process, free, incompressible, flow, instability",10,0.05225317715949954,0.5485615784176362,-2.494825358162731,175
5,0.1,0.05,3,0.1,1,11,10,"multiscale, response, number, macroscale, macroscopic, couple, largescale, cluster, microscale, effective",10,0.03847821440525167,0.6116015303220305,-2.352072827840361,175
10,0.1,0.05,3,0.1,2,13,10,"time, integration, scheme, explicit, step, oscillation, particle, critical, dynamic, stability",10,0.025220053932677365,0.4510047720904252,-2.250129620864136,175
14,0.1,0.05,3,0.1,1,14,10,"rotation, beam, formulation, vector, kirchhofflove, one, exact, modify, geometrically, degree",10,0.021941956254738815,0.44919780133282333,-2.559306609869967,175
25,0.1,0.05,3,0.1,1,11,10,"fiber, orientation, volume, effective, use, reinforce, fraction, model, algorithm, composite",10,0.07009974661778302,0.5857932130168412,-1.5600257911218045,175
29,0.1,0.05,3,0.1,2,14,10,"model, covid, uncertainty, bayesian, new, prediction, number, dynamic, disease, pandemic",10,-0.015865103536674342,0.5024635130762384,-2.863703774062684,175
39,0.1,0.05,3,0.1,2,15,10,"optimization, topology, two, design, shape, sensitivity, parameterized, gradient, representation, first",10,0.010153563777727413,0.31925864258669184,-2.1679061886130664,175
