node_id,eta,gamma,depth,alpha,layer,document_count,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,iteration
0,0.1,0.05,3,0.1,0,970,5,"method, model, element, use, numerical",5,-0.0013048143255487954,0.49479502406138937,-0.5698949863141618,175
1,0.1,0.05,3,0.1,1,498,5,"model, method, use, computational, approach",5,-0.01947109927814161,0.5041310533939715,-0.83528391448554,175
2,0.1,0.05,3,0.1,2,19,5,"contact, surface, mortar, friction, constraint",5,0.10042763670472472,0.6595642271125118,-2.1465911204153847,175
3,0.1,0.05,3,0.1,2,118,5,"material, model, crack, microstructure, composite",5,0.08298374472739174,0.6476930044046936,-1.9674839123146697,175
4,0.1,0.05,3,0.1,2,8,5,"sph, particle, smooth, simulation, surface",5,0.14390410919345578,0.7427092477281385,-1.0108931870281592,175
5,0.1,0.05,3,0.1,1,11,5,"multiscale, response, number, macroscale, macroscopic",5,0.05343428330965294,0.5809311592295814,-2.135654247902867,175
10,0.1,0.05,3,0.1,2,13,5,"time, integration, scheme, explicit, step",5,0.23273282584233962,0.5788952810825263,-1.7690967918769729,175
14,0.1,0.05,3,0.1,1,14,5,"rotation, beam, formulation, vector, kirchhofflove",5,-0.01856531443167797,0.44362762992489924,-2.323619261296888,175
25,0.1,0.05,3,0.1,1,11,5,"fiber, orientation, volume, effective, use",5,0.10586246687216386,0.591389692124199,-1.2303372877690737,175
29,0.1,0.05,3,0.1,2,14,5,"model, covid, uncertainty, bayesian, new",5,0.057228015147588594,0.6299097802259911,-2.080521646522974,175
39,0.1,0.05,3,0.1,2,15,5,"optimization, topology, two, design, shape",5,0.16311834913029974,0.5485261690107979,-1.397964762265291,175
45,0.1,0.05,3,0.1,2,5,5,"particle, infection, microstructure, population, provide",5,-0.08305360794192501,0.4496519322831589,-6.180264336472282,175
50,0.1,0.05,3,0.1,2,7,5,"predict, process, residual, part, stress",5,0.20018632687744953,0.6538137499517426,-1.6450787416106867,175
51,0.1,0.05,3,0.1,1,20,5,"element, shell, stress, additional, warp",5,0.08355279744288341,0.5644821180435095,-2.7085424211204856,175
57,0.1,0.05,3,0.1,1,16,5,"time, implicit, thermal, heat, plastic",5,0.05372728799551514,0.8153917808927206,-2.2163936231192247,175
59,0.1,0.05,3,0.1,1,16,5,"shell, cylinder, separate, impose, reissnermindlin",5,-0.16168547257426355,0.594071936573699,-4.689524798584403,175
62,0.1,0.05,3,0.1,1,20,5,"model, viscosity, drug, tissue, simulation",5,-0.031243620140925427,0.45703577962892317,-4.299016548970732,175
68,0.1,0.05,3,0.1,2,6,5,"heart, model, couple, cardiac, human",5,0.15568054476560408,0.7274890889213828,-2.36400971893397,175
73,0.1,0.05,3,0.1,1,9,5,"artery, path, appl, mech, eng",5,-0.16143003322604327,0.5263116304927905,-1.9586134284599086,175
75,0.1,0.05,3,0.1,2,14,5,"method, cell, integration, domain, quadrature",5,0.11633311119202608,0.5058442687373571,-2.2306422907782673,175
76,0.1,0.05,3,0.1,2,7,5,"process, material, manufacturing, zss, complex",5,0.1285378249515294,0.5060521540939222,-1.757610654438027,175
81,0.1,0.05,3,0.1,1,17,5,"membrane, symmetry, instability, thin, group",5,0.16313772707946184,0.723865209642345,-2.1144311956367066,175
101,0.1,0.05,3,0.1,1,25,5,"process, powder, experimental, surface, particle",5,0.00699293082744494,0.6063907650288195,-1.7046058366844303,175
125,0.1,0.05,3,0.1,2,8,5,"mesh, element, structure, crack, cisamr",5,0.0005735933394449055,0.5283599329383055,-2.6815749102191537,175
148,0.1,0.05,3,0.1,2,7,5,"spacetime, algorithm, time, enrichment, matrix",5,0.05923353445930178,0.4246737511302444,-2.0499985454206717,175
168,0.1,0.05,3,0.1,2,14,5,"fracture, damage, model, crack, phasefield",5,0.19350756522825005,0.7566341396180859,-1.235056656345326,175
174,0.1,0.05,3,0.1,2,9,5,"element, rotation, computation, shell, mechanism",5,-0.08469855800433435,0.3320840787828477,-2.8133369486480078,175
178,0.1,0.05,3,0.1,2,6,5,"contact, body, local, interaction, rigid",5,0.14351853310865903,0.6105645130348718,-2.315717822354408,175
181,0.1,0.05,3,0.1,2,6,5,"cluster, interaction, reduce, water, property",5,-0.09173783627553915,0.46034494449183005,-4.069516841866129,175
183,0.1,0.05,3,0.1,2,13,5,"equation, fractional, diffusion, differential, derivative",5,0.3616287824981468,0.8572996004262823,-1.6950750988316983,175
197,0.1,0.05,3,0.1,2,9,5,"flow, simulation, framework, fluid, compressible",5,0.11051073411760585,0.5677641190480611,-2.256809030188533,175
206,0.1,0.05,3,0.1,2,8,5,"element, displacement, rotation, stress, plate",5,0.04489600919606353,0.5393620690736645,-2.090179137905479,175
232,0.1,0.05,3,0.1,2,16,5,"function, kernel, boundary, approximation, stabilizer",5,-0.1563025191377086,0.4457129540955381,-11.191679156100976,175
241,0.1,0.05,3,0.1,2,9,5,"dynamic, fluid, framework, crack, interaction",5,-0.014803560264435429,0.44926027969454596,-4.140471740081304,175
250,0.1,0.05,3,0.1,2,11,5,"isogeometric, surface, nurbs, subdivision, lr",5,0.1896268370038113,0.6406356262058294,-4.849965164719778,175
260,0.1,0.05,3,0.1,1,10,5,"crack, mesh, function, shape, fracture",5,0.02640233668833496,0.4454309682948878,-1.6836891230265763,175
297,0.1,0.05,3,0.1,1,10,5,"cardiac, mechanism, lead, part, even",5,-0.1095924862172227,0.382007589155915,-2.1153871664105504,175
322,0.1,0.05,3,0.1,1,15,5,"matrix, mass, shell, outofplane, order",5,-0.10596837584825966,0.2576403092939115,-4.693346920156639,175
330,0.1,0.05,3,0.1,1,10,5,"imperfection, defect, geometric, response, possible",5,0.2639970237355692,0.6409280417354137,-1.603005017648473,175
369,0.1,0.05,3,0.1,1,23,5,"frequency, acoustic, band, complex, reducedorder",5,0.09391494376518084,0.6420227282709463,-2.2069196978394117,175
415,0.1,0.05,3,0.1,2,6,5,"enrichment, function, globallocal, local, gxfem",5,0.3423544393025865,0.8292143875088523,-2.1858333925967384,175
452,0.1,0.05,3,0.1,2,5,5,"shell, function, rkpm, kernel, meshfree",5,0.21848811655133593,0.7303689766104987,-2.1744885755140757,175
516,0.1,0.05,3,0.1,2,8,5,"fracture, crack, anisotropic, energy, model",5,0.12301175375041709,0.6896956260030989,-1.0287947108676379,175
552,0.1,0.05,3,0.1,2,10,5,"kernel, shock, reproduce, galerkin, approximation",5,0.1457786538239614,0.8209298810578053,-1.4913951360967164,175
622,0.1,0.05,3,0.1,2,4,5,"flow, turbine, st, signal, identification",5,-0.23847771386865685,0.1778412487585458,-14.999546072872096,175
631,0.1,0.05,3,0.1,2,18,5,"crack, fracture, pd, xfem, meshfree",5,0.17246327744390133,0.6259691620741948,-2.40948258803659,175
645,0.1,0.05,3,0.1,2,10,5,"mode, element, modal, displacement, static",5,0.12149674860969936,0.6541441875080931,-1.9104257795465522,175
660,0.1,0.05,3,0.1,2,17,5,"homogenization, microscopic, macroscopic, multiscale, fe",5,0.17840323297310917,0.8049473197184586,-1.5029627239976855,175
662,0.1,0.05,3,0.1,2,7,5,"element, mesh, tetrahedral, hexahedral, linear",5,0.23496930848118042,0.6230342753928628,-2.3436518123845316,175
719,0.1,0.05,3,0.1,2,9,5,"comput, et, eng, al, mech",5,0.7414413740885185,0.9899769797300515,-0.3316541646989686,175
826,0.1,0.05,3,0.1,2,5,5,"flow, multibody, dynamic, uncertainty, system",5,-0.01798518074740007,0.38209309400983366,-4.259580516758154,175
843,0.1,0.05,3,0.1,1,15,5,"damage, nonlocal, model, crack, local",5,0.11370742365322703,0.658929184836552,-1.3839136077138352,175
862,0.1,0.05,3,0.1,1,24,5,"incompressible, nearly, solution, robustness, convergence",5,0.014064391534104303,0.5777261329680622,-1.6952133528942617,175
946,0.1,0.05,3,0.1,2,6,5,"strain, localization, plane, plasticity, condition",5,0.23815325911367427,0.7562848117161838,-1.5048722747416292,175
1024,0.1,0.05,3,0.1,1,7,5,"basis, reduction, error, pod, decomposition",5,0.08301205908107175,0.6430921691438535,-2.002708098840165,175
1076,0.1,0.05,3,0.1,2,11,5,"wave, surface, peridynamic, propagation, effect",5,-0.008463372900249087,0.5615709466809229,-1.827097802408213,175
1172,0.1,0.05,3,0.1,2,8,5,"element, vem, virtual, problem, loworder",5,0.22712135866584088,0.703644933145684,-2.0447900901426386,175
1214,0.1,0.05,3,0.1,2,5,5,"part, element, virtual, vem, plate",5,0.1301424260315681,0.6225806383691099,-2.493168734129944,175
1239,0.1,0.05,3,0.1,1,5,5,"fsi, part, rkpm, class, iga",5,-0.08115642255199076,0.566783895397954,-2.1362345008375234,175
1262,0.1,0.05,3,0.1,1,12,5,"output, weight, ann, unified, desire",5,0.054169641486751366,0.39394174730955855,-10.55830490983412,175
1403,0.1,0.05,3,0.1,1,9,5,"human, deformable, less, error, object",5,-0.23578884451159898,0.5342208854332633,-2.5663949651816433,175
1417,0.1,0.05,3,0.1,1,15,5,"data, smooth, article, stress, set",5,-0.1312889343368931,0.4367723866668903,-2.3749276348154176,175
1571,0.1,0.05,3,0.1,1,11,5,"system, linear, solve, use, bem",5,0.02704181697818848,0.59376005087925,-2.180586702141126,175
1634,0.1,0.05,3,0.1,2,6,5,"error, context, estimation, bound, adaptive",5,-0.062286165838573646,0.5119633806869056,-2.281840633041355,175
1673,0.1,0.05,3,0.1,2,5,5,"step, constitutive, time, change, crack",5,-0.08112237862860269,0.3213991411933434,-2.398400837159012,175
1711,0.1,0.05,3,0.1,2,7,5,"wave, acoustic, propagation, mass, periodic",5,0.09599606290388389,0.71875377633008,-1.9705367761913923,175
1725,0.1,0.05,3,0.1,1,18,5,"mesh, error, refinement, local, approximation",5,0.1512838797549624,0.5424994861037795,-1.7972247580807985,175
1773,0.1,0.05,3,0.1,2,6,5,"shell, fracture, phase, lock, base",5,0.048426192643724365,0.4360775553129207,-1.8294466086579593,175
1828,0.1,0.05,3,0.1,2,5,5,"cell, within, tissue, differentiation, process",5,0.15844562519475486,0.6896087830210853,-2.202411363118718,175
1874,0.1,0.05,3,0.1,2,12,5,"contact, surface, algorithm, inhomogeneity, adhesive",5,0.03276559650207197,0.5534779786421218,-4.707550253262615,175
2189,0.1,0.05,3,0.1,2,6,5,"crack, contact, phasefield, surface, split",5,0.06010744535822431,0.44144472246834116,-2.3709676960422,175
2199,0.1,0.05,3,0.1,1,17,5,"finiteelement, front, aim, scheme, energy",5,-0.32377082636387994,0.42673202325930903,-4.05910102242155,175
2201,0.1,0.05,3,0.1,2,7,5,"particle, contact, shape, dem, model",5,0.10051833843281784,0.5678654089011882,-1.7754260552996546,175
2213,0.1,0.05,3,0.1,2,9,5,"system, provide, energy, model, framework",5,0.006590224822147679,0.42163086685198686,-1.1822095274298348,175
2419,0.1,0.05,3,0.1,2,5,5,"contact, stable, polymer, spherical, smoothed",5,-0.23601052456269472,0.4382657587703428,-9.298746976891715,175
2512,0.1,0.05,3,0.1,1,7,5,"n, correct, equation, early, publish",5,0.0334665477234909,0.7035942185419548,-2.383721359266732,175
2599,0.1,0.05,3,0.1,2,6,5,"constraint, equation, one, mesh, set",5,0.017531223154391998,0.5169636923991202,-1.6869933059724391,175
2777,0.1,0.05,3,0.1,1,9,5,"situation, rigorous, onedimensional, partial, linear",5,-0.4493618728664419,0.20892299646317367,-8.346016209139039,175
2785,0.1,0.05,3,0.1,2,9,5,"lattice, material, stress, cubic, data",5,0.011855194616257399,0.5694333912738685,-2.029741955374786,175
2837,0.1,0.05,3,0.1,2,6,5,"random, structure, stochastic, uncertainty, load",5,0.1831279845667462,0.7412753022618974,-1.7645806966928084,175
2838,0.1,0.05,3,0.1,2,13,5,"fractional, order, time, beam, theory",5,0.038928007728560435,0.48707276046139186,-1.9973600723272074,175
2883,0.1,0.05,3,0.1,1,2,5,"analysis, thermofluid, disk, challenge, heat",5,0.1702114834281727,0.7716083000912473,-2.2622988853337214,175
2963,0.1,0.05,3,0.1,2,8,5,"displacement, approximation, mixed, propose, flux",5,0.0819606098075331,0.7098348705915918,-2.0720051371410526,175
3041,0.1,0.05,3,0.1,2,4,5,"collocation, meshless, homogeneous, square, least",5,-0.020749309785112198,0.8466101700673978,-1.59140784342484,175
3143,0.1,0.05,3,0.1,2,7,5,"algorithm, scheme, mesh, use, pressure",5,-0.009682072793353619,0.39084742550109763,-1.864705437401668,175
3156,0.1,0.05,3,0.1,1,8,5,"rate, motion, dislocation, experimental, model",5,-0.01920385710678085,0.37388482043689686,-1.704550815968285,175
3157,0.1,0.05,3,0.1,2,3,5,"cut, directional, detection, particle, contact",5,-0.2330260946070622,0.5184863991510974,-3.794470978052965,175
3259,0.1,0.05,3,0.1,1,1,5,"solve, relation, generate, material, metamaterials",5,-0.1838212350727817,0.48895807033890204,-2.8221514228383975,175
3282,0.1,0.05,3,0.1,2,3,5,"thermal, vibration, structural, temperature, deformation",5,0.21133321201152752,0.5461825031718613,-1.86752619088724,175
3415,0.1,0.05,3,0.1,2,7,5,"computation, computational, turbine, st, framework",5,0.20237253799956578,0.687640669072422,-1.6641466428756182,175
3441,0.1,0.05,3,0.1,2,7,5,"magnetic, density, resolution, field, couple",5,0.07080033023942331,0.449081680566659,-1.7654746747154195,175
3552,0.1,0.05,3,0.1,2,4,5,"train, model, data, input, strain",5,0.11531932060699132,0.5248995238696151,-1.6647633079122262,175
3633,0.1,0.05,3,0.1,2,7,5,"beam, theory, shear, kinematics, ductile",5,-0.10260708930205849,0.366370176578775,-4.903467977398977,175
3685,0.1,0.05,3,0.1,2,9,5,"composite, interfacial, crack, layer, expression",5,-0.06916543681696063,0.39309346330681283,-6.767092642071743,175
3746,0.1,0.05,3,0.1,2,6,5,"degree, freedom, snapshot, system, approximation",5,0.0655580149593514,0.6060066787940313,-1.7127859058042574,175
3750,0.1,0.05,3,0.1,2,3,5,"material, process, rubber, change, step",5,0.11704225516497842,0.5134490921904337,-2.4481324480735736,175
3812,0.1,0.05,3,0.1,2,7,5,"composite, fiber, filler, surface, property",5,-0.017294938408182865,0.5092837258405963,-4.121870815960937,175
3855,0.1,0.05,3,0.1,1,10,5,"yield, stress, rod, elastoplastic, surface",5,0.12124973451001535,0.6043243756470871,-2.2039886208535746,175
3860,0.1,0.05,3,0.1,2,11,5,"strain, lock, plastic, solidshell, elastic",5,0.0896727498266536,0.5376987608702144,-4.369554452811662,175
3959,0.1,0.05,3,0.1,2,8,5,"constraint, multiplier, reduction, interface, lagrange",5,0.252134808492927,0.5082914493679345,-1.9232777106285641,175
3978,0.1,0.05,3,0.1,1,10,5,"transmission, deposition, recent, region, therefore",5,-0.13363970303216968,0.5680829998157566,-1.7533985080600547,175
3996,0.1,0.05,3,0.1,1,4,5,"random, structure, stochastic, system, instability",5,0.07306445221686572,0.599861607717584,-2.276009379287029,175
4060,0.1,0.05,3,0.1,2,4,5,"field, virtual, strain, parameter, identification",5,0.06890014415668122,0.47483455678129705,-2.385668103757097,175
4128,0.1,0.05,3,0.1,2,5,5,"field, phase, crack, failure, propagation",5,0.11598901723730422,0.6992603727227419,-1.8276820789419717,175
