node_id,eta,gamma,depth,alpha,layer,document_count,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,iteration
0,0.2,0.05,3,0.1,0,970,5,"model, method, use, element, propose",5,0.013885924146951546,0.48573015805465874,-0.5928362112121615,375
1,0.2,0.05,3,0.1,1,493,5,"method, element, problem, use, numerical",5,0.012731777668014485,0.5116218794670414,-0.5628076449096296,375
2,0.2,0.05,3,0.1,2,59,5,"method, time, system, algorithm, solve",5,0.04239198328748908,0.5461740157201675,-1.516695394789234,375
3,0.2,0.05,3,0.1,1,4,5,"impact, friction, consistent, dissipation, covid",5,-0.12178246594669302,0.31986038558496965,-9.122573306834962,375
10,0.2,0.05,3,0.1,2,3,5,"fsi, rkpm, part, iga, class",5,-0.08115642255199076,0.566783895397954,-1.834672631683416,375
12,0.2,0.05,3,0.1,1,36,5,"grain, growth, stability, region, twin",5,-0.212864815042103,0.25071469683487424,-11.301144362302267,375
13,0.2,0.05,3,0.1,2,22,5,"crack, fracture, phasefield, anisotropic, propagation",5,0.23023161734914357,0.8585509283603333,-1.4497799013821895,375
19,0.2,0.05,3,0.1,1,12,5,"contact, angle, phasefield, medium, framework",5,-0.02380843695436574,0.3230681098235751,-2.373138736434553,375
25,0.2,0.05,3,0.1,2,9,5,"shell, crack, outofplane, membrane, surface",5,-0.10980568111197182,0.3432205882537583,-6.633600680275488,375
34,0.2,0.05,3,0.1,1,27,5,"powder, process, surface, manufacturing, laser",5,0.2531778586213241,0.7585914592760492,-1.4442482823899017,375
40,0.2,0.05,3,0.1,2,38,5,"contact, surface, interface, friction, algorithm",5,0.09582324242395075,0.5697233976263296,-1.861013089236194,375
57,0.2,0.05,3,0.1,2,12,5,"surface, isogeometric, nurbs, analysis, subdivision",5,0.19738156256265235,0.6947246993539935,-2.3143912633721415,375
59,0.2,0.05,3,0.1,1,20,5,"x, u, homogenization, rve, modulus",5,-0.21731154371657543,0.34584133116685756,-6.492121296271627,375
64,0.2,0.05,3,0.1,1,46,5,"fiber, composite, failure, model, microstructure",5,0.1375331077836171,0.6952071107095372,-1.2802836978072816,375
