node_id,eta,gamma,depth,alpha,top_k,top_words,word_count,node_npmi,node_c_v,node_u_mass,global_npmi,global_c_v,global_u_mass,iteration,layer,document_count
0,0.2,0.05,3,0.1,5,"model, method, use, element, propose",5,0.0138859241469515,0.4857301580546587,-0.5928362112121615,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,0,970
1,0.2,0.05,3,0.1,5,"method, element, problem, use, numerical",5,0.0127317776680144,0.5116218794670414,-0.5628076449096296,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,1,493
2,0.2,0.05,3,0.1,5,"method, time, system, algorithm, solve",5,0.042391983287489,0.5461740157201675,-1.516695394789234,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,2,59
3,0.2,0.05,3,0.1,5,"impact, friction, consistent, dissipation, covid",5,-0.121782465946693,0.3198603855849696,-9.122573306834962,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,1,4
10,0.2,0.05,3,0.1,5,"fsi, rkpm, part, iga, class",5,-0.0811564225519907,0.566783895397954,-1.834672631683416,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,2,3
12,0.2,0.05,3,0.1,5,"grain, growth, stability, region, twin",5,-0.212864815042103,0.2507146968348742,-11.301144362302267,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,1,36
13,0.2,0.05,3,0.1,5,"crack, fracture, phasefield, anisotropic, propagation",5,0.2302316173491435,0.8585509283603333,-1.4497799013821897,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,2,22
19,0.2,0.05,3,0.1,5,"contact, angle, phasefield, medium, framework",5,-0.0238084369543657,0.3230681098235751,-2.373138736434553,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,1,12
25,0.2,0.05,3,0.1,5,"shell, crack, outofplane, membrane, surface",5,-0.1098056811119718,0.3432205882537583,-6.633600680275488,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,2,9
34,0.2,0.05,3,0.1,5,"powder, process, surface, manufacturing, laser",5,0.2531778586213241,0.7585914592760492,-1.4442482823899017,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,1,27
40,0.2,0.05,3,0.1,5,"contact, surface, interface, friction, algorithm",5,0.0958232424239507,0.5697233976263296,-1.861013089236194,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,2,38
57,0.2,0.05,3,0.1,5,"surface, isogeometric, nurbs, analysis, subdivision",5,0.1973815625626523,0.6947246993539935,-2.314391263372141,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,2,12
59,0.2,0.05,3,0.1,5,"x, u, homogenization, rve, modulus",5,-0.2173115437165754,0.3458413311668575,-6.492121296271627,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,1,20
64,0.2,0.05,3,0.1,5,"fiber, composite, failure, model, microstructure",5,0.1375331077836171,0.6952071107095372,-1.2802836978072816,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,1,46
86,0.2,0.05,3,0.1,5,"model, covid, number, dynamic, disease",5,0.0600024624987767,0.5876265360002313,-2.505466962620581,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,2,10
110,0.2,0.05,3,0.1,5,"process, laser, material, predict, thermal",5,0.1178911303450874,0.6300039185417425,-1.726000124372873,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,2,14
118,0.2,0.05,3,0.1,5,"sph, nonlocal, operator, fluid, particle",5,-0.0297644812915489,0.6137250651483833,-3.994276699765756,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,2,17
121,0.2,0.05,3,0.1,5,"error, uncertainty, stochastic, optimization, bayesian",5,0.0842220111669213,0.5889213437136348,-2.3837220742430603,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,2,26
134,0.2,0.05,3,0.1,5,"data, datadriven, state, space, constitutive",5,0.0589724060790626,0.5373617778884935,-1.8681848992696448,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,2,14
141,0.2,0.05,3,0.1,5,"flow, fluid, incompressible, smooth, compressible",5,0.2241026871832698,0.6248223928604025,-2.3133973182070173,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,1,34
144,0.2,0.05,3,0.1,5,"crack, fracture, mesh, xfem, composite",5,0.0674230245035559,0.5460191963934415,-1.9555571152651503,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,2,24
149,0.2,0.05,3,0.1,5,"temperature, tissue, realtime, high, heat",5,-0.0318914927899322,0.6148238036064535,-2.205351524334929,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,1,21
167,0.2,0.05,3,0.1,5,"system, provide, framework, energy, develop",5,0.0155301631047399,0.4711755157072278,-1.4881255180491983,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,2,19
184,0.2,0.05,3,0.1,5,"fiber, orientation, material, microstructure, microstructures",5,0.163292310034714,0.6770498168051575,-1.7238560194972052,0.0390537986212284,0.5682476835478589,-3.3076627113551877,375,2,24
